server,bus1,bus2,bus3,bus4,bus5
514,68,180,73,141,24
542,119,188,12,26,113
543,28,172,71,121,65
509,17,176,95,130,73
489,18,189,71,139,94
463,89,194,76,115,63
467,88,200,58,109,78
512,95,188,58,69,78
510,63,173,66,90,98
526,54,141,81,112,86
513,47,156,117,100,67
524,77,155,104,94,46
502,43,183,82,134,56
457,73,207,57,127,79
427,102,218,46,98,109
431,35,215,60,146,113
428,60,204,94,113,101
481,107,188,99,62,63
498,70,203,78,93,58
485,53,208,86,109,59
477,54,211,92,104,62
486,53,208,89,91,73
469,53,204,96,90,88
485,58,205,88,84,80
472,56,189,101,100,82
483,62,207,85,84,79
489,34,205,70,111,91
513,77,200,68,57,85
509,61,201,66,83,80
498,59,187,76,96,84
494,69,192,94,68,83
474,104,185,105,37,95
463,97,205,94,53,88
474,68,178,118,84,78
478,97,206,89,37,93
514,82,187,91,34,92
523,84,180,78,36,99
505,65,163,87,83,97
508,91,185,85,24,107
449,93,192,81,69,116
495,91,171,71,50,122
508,82,137,73,68,132
506,64,191,63,94,82
499,74,182,69,89,87
518,85,176,62,68,91
513,77,144,69,85,112
497,67,138,79,87,132
479,70,141,108,80,122
470,71,149,103,79,128
480,67,154,96,89,114
489,109,149,76,82,95
490,107,142,98,69,94
473,77,128,115,81,126
441,79,149,116,89,126
457,109,151,91,98,94
506,101,119,77,130,67
474,87,135,105,107,92
462,87,135,109,96,111
463,102,131,111,95,98
436,107,167,108,85,97
413,89,170,122,90,116
404,93,178,119,84,122
372,101,169,115,116,127
364,106,162,128,112,128
346,118,181,119,116,120
370,101,177,124,112,116
460,83,121,113,99,124
472,66,121,117,100,124
411,85,145,110,128,121
380,91,189,110,117,113
383,108,171,106,118,114
390,119,185,115,85,106
402,123,166,124,71,114
366,106,198,131,78,121
361,116,201,131,85,106
369,93,212,127,75,124
402,90,193,129,75,111
369,105,197,123,99,107
363,117,163,121,111,125
357,132,166,125,104,116
376,109,187,127,124,77
368,111,191,126,133,71
373,111,174,131,128,83
366,93,195,132,123,91
370,85,187,133,124,101
374,82,193,125,126,100
369,95,173,132,124,107
373,90,178,134,121,104
388,79,170,135,119,109
380,67,178,130,120,125
371,87,183,127,108,124
371,83,176,131,122,117
371,82,181,129,118,119
375,77,182,130,115,121
377,78,182,127,113,123
379,74,177,137,108,125
389,84,168,130,103,126
391,86,166,136,93,128
351,110,184,120,123,112
353,101,183,130,124,109
