reward,reward_accumulate
-88.13388288288299,-88.13388288288299
-31.410277638819444,-75.4551745872936
-7.488146382127373,-57.78320940313436
-3.53221480370093,-46.86600950237561
-2.0828109621924416,-39.57374354870972
-1.4727417902983868,-34.44976196032665
-1.3675673667666854,-30.895231604514844
-0.9619733716714597,-27.994818227278333
-0.7603624847205248,-25.644299699966577
-0.6203010301030094,-23.699914291429035
-0.5136206927902532,-22.05880143649413
-0.8811983498624897,-21.101613134427758
-0.47775982767905184,-19.956047080544543
-0.360445674691049,-18.890958997071106
-0.24407547169811317,-17.875553236882347
-0.4011199449965625,-17.159381273829545
-0.2787600447085121,-16.428706570974676
-0.3446275904216903,-15.860577532085037
-0.3276105584504441,-15.353376914574378
-0.29931736586829305,-14.884987049352373
-0.2023273489213771,-14.37847173674927
-0.1690815037047139,-13.893956634392394
-0.18074181486151553,-13.470587112483082
-0.19582153423059304,-13.10511079628311
-0.159946277851114,-12.740831673266856
-0.1866410246547943,-12.437421862379242
-0.1810795214637577,-12.157839068113562
-0.1463473695489125,-11.869962391513926
-0.09198962033173569,-11.552628849270619
-0.1670480682689424,-11.334576452548369
-0.09347291848124141,-11.06240607761535
-0.11455498609331545,-10.831250070314635
-0.10015318646019584,-10.603173611321482
-0.11132933321568286,-10.40263572458008
-0.08366924769279128,-10.189078316523263
-0.047720158893302625,-9.95376066001827
-0.10650771642476832,-9.791240547041747
-0.07753685623305878,-9.611106397536705
-0.06544393445985794,-9.430105387317555
-0.0834810620265506,-9.277827920697948
-0.06475872582258102,-9.11629264128386
-0.0859847853520322,-8.985217671849258
-0.11642391683527507,-8.892678178562225
-0.17852508011545706,-8.869092343007734
-0.06217829285095232,-8.734175315006945
-0.07093180286527966,-8.615229613687202
-0.06300306389497651,-8.494926019702492
-0.09906454301131279,-8.417009250192667
-0.080825220922876,-8.326055266433965
-0.07233372667453351,-8.231864557291102
-0.08240765505205977,-8.152859938430128
-0.09496399930767901,-8.091035154522165
-0.08097007490707363,-8.019341308326533
-0.13374577306987176,-8.004578010703856
-0.051951435480645035,-7.9109890179820885
-0.07451752709869813,-7.84423636136354
-0.07506838716468707,-7.7816841523534945
-0.057440628286694564,-7.704955499232689
-0.059832742927846246,-7.634193562602705
-0.07405248420807017,-7.581007366789397
-0.06073409400154104,-7.5174606141083755
-0.06004267810771138,-7.456251971805942
-0.0619726503595296,-7.39986953761166
-0.09400356255566487,-7.378248332005147
-0.057157894736842074,-7.321892967584078
-0.07013869907119809,-7.281092213518344
-0.09017403244824548,-7.262591605844821
-0.03506908925131249,-7.190856306710349
-0.04848909404484128,-7.135128581573606
-0.0554795782796897,-7.088676295375613
-0.055991070296764756,-7.044825448245721
-0.0529330962930041,-6.999912387672013
-0.054356813107028876,-6.958378676420187
-0.06236909958242678,-6.926714361004841
-0.06057170095601277,-6.8949286390484765
-0.04574715456782327,-6.84995185462962
-0.06272384056935806,-6.823714126157439
-0.039202207720611774,-6.775431697842238
-0.047656818440739775,-6.737322472436322
-0.07177883473543413,-6.724883723546506
-0.04619833578192323,-6.688057778491063
-0.027457420212441616,-6.633952523811229
-0.04440422173761127,-6.598428643718575
-0.04065768640102857,-6.560532673007975
-0.03069021988493983,-6.514039247520513
-0.03781668391492925,-6.476110408260532
-0.0438459292635548,-6.445517431234801
-0.04534891305583023,-6.417620995693087
-0.049687985258261326,-6.395200069663672
-0.029385393171035227,-6.353526894743242
-0.01659659996263695,-6.300303750590627
-0.022625811150121203,-6.254447254861418
-0.019135743395090256,-6.206330154087631
-0.028808700092554172,-6.169113362908071
-0.017723218139138304,-6.121897862082718
-0.01830672194502026,-6.076434150355691
-0.019256198517510488,-6.0330460520211115
-0.015182971254808724,-5.986666700680573
-0.012762159213729434,-5.938956868251152
-0.03107554075540755,-5.910642246422428
