server,bus1,bus2,bus3,bus4,bus5
505,120,128,44,105,98
415,81,56,145,131,172
520,34,132,67,87,160
462,22,164,95,126,131
453,49,190,62,104,142
446,85,169,51,113,136
469,97,120,85,93,136
483,24,116,118,128,131
413,80,162,96,118,131
399,69,157,103,130,142
397,81,148,99,129,146
389,121,147,60,142,141
402,76,155,96,126,145
369,118,151,111,112,139
412,124,151,121,82,110
316,129,183,113,122,137
289,120,194,118,148,131
347,94,172,132,113,142
337,94,166,141,121,141
337,106,155,121,129,152
326,97,188,124,119,146
319,106,185,130,123,137
339,106,172,129,118,136
294,120,178,144,117,147
278,123,190,145,123,141
299,106,181,130,127,157
375,78,196,111,106,134
351,95,195,120,111,128
318,109,193,126,117,137
290,138,181,137,115,139
262,137,178,145,131,147
248,136,186,149,140,141
282,121,183,139,133,142
298,129,176,129,137,131
266,132,187,123,158,134
252,131,193,128,144,152
261,131,201,123,143,141
242,127,199,136,151,145
220,132,201,144,156,147
242,133,189,150,143,143
235,138,191,143,143,150
230,130,198,137,157,148
277,132,172,123,150,146
297,138,191,107,132,135
296,133,183,125,129,134
238,136,199,140,146,141
247,131,194,135,145,148
246,133,177,151,150,143
256,142,183,143,145,131
242,139,191,137,147,144
226,151,179,149,154,141
214,153,190,156,151,136
208,141,202,158,147,144
230,136,191,148,153,142
245,133,191,139,143,149
245,143,189,143,144,136
216,139,193,149,148,155
220,145,187,150,148,150
219,152,183,154,146,146
218,150,189,142,153,148
200,149,204,142,155,150
207,151,187,152,155,148
234,158,168,151,151,138
242,157,168,146,151,136
236,152,170,153,146,143
235,136,167,156,147,159
202,143,183,155,161,156
199,132,208,155,148,158
230,132,196,156,136,150
237,131,186,146,144,156
196,150,204,149,152,149
220,146,205,146,135,148
200,154,211,140,143,152
190,158,202,148,150,152
206,152,203,142,151,146
178,149,206,155,164,148
187,144,212,145,164,148
193,140,212,144,163,148
189,141,212,153,152,153
217,153,199,148,144,139
241,141,184,143,153,138
220,147,192,137,146,158
234,152,183,134,155,142
213,148,188,146,158,147
201,149,192,147,160,151
193,148,194,150,164,151
210,146,187,151,164,142
210,148,187,150,162,143
201,147,195,148,163,146
214,144,187,159,158,138
199,141,190,158,160,152
198,143,189,158,159,153
188,146,193,158,166,149
207,149,179,155,161,149
204,146,186,158,158,148
208,147,180,159,162,144
223,137,182,166,155,137
238,131,168,170,155,138
247,127,177,164,144,141
231,146,174,153,154,142
