drop
0.8748748748748749
0.572
0.288
0.195
0.155
0.074
0.132
0.113
0.054
0.04
0.052
0.031
0.063
0.021
0.036
0.026
0.029
0.049
0.015
0.025
0.031
0.025
0.03
0.039
0.034
0.032
0.035
0.032
0.029
0.053
0.036
0.035
0.042
0.03
0.023
0.017
0.036
0.035
0.032
0.044
0.025
0.029
0.054
0.054
0.039
0.038
0.017
0.031
0.03
0.04
0.04
0.049
0.047
0.054
0.033
0.033
0.051
0.03
0.039
0.045
0.019
0.039
0.05
0.04
0.035
0.05
0.037
0.025
0.029
0.021
0.039
0.038
0.038
0.038
0.041
0.035
0.028
0.031
0.026
0.044
0.008
0.006
0.013
0.004
0.005
0.015
0.039
0.031
0.021
0.014
0.015
0.024
0.001
0.011
0.006
0.007
0.017
0.031
0.005
0.014
