delay,delay_avg
1.3929270085893235,0.0013943213299192428
0.31411827833399686,0.00031411827833399686
0.0939795078297816,9.397950782978159e-05
0.179819699221355,0.00017981969922135498
0.7739170694818469,0.0007739170694818469
0.12590403805984351,0.0001259040380598435
0.031198687060816077,3.119868706081608e-05
0.34259272251685013,0.00034259272251685013
1.211187117694711,0.001211187117694711
0.13613528016466536,0.00013613528016466535
0.3353662386015408,0.0003353662386015408
0.12805386644785144,0.00012805386644785144
0.213155624944118,0.000213155624944118
0.15827426420047397,0.00015827426420047397
0.14233356839318967,0.00014233356839318966
0.3915180757203467,0.0003915180757203467
0.5449231226731004,0.0005449231226731004
0.7784872033292625,0.0007784872033292625
0.20369473894666545,0.00020369473894666545
0.013527476234170832,1.3527476234170832e-05
0.29658909957728197,0.00029658909957728196
0.46714179079639817,0.00046714179079639816
0.3377778168972525,0.0003377778168972525
0.20423852722388292,0.0002042385272238829
0.21665739828776198,0.000216657398287762
0.06628940953458806,6.628940953458806e-05
0.42442312910580626,0.0004244231291058063
0.421378664783838,0.00042137866478383803
0.3165772014255268,0.0003165772014255268
0.09300327886468773,9.300327886468773e-05
0.6847890729935013,0.0006847890729935013
0.5463158511526696,0.0005463158511526695
0.19775207010829954,0.00019775207010829955
0.1921718681306508,0.0001921718681306508
0.44117311917767976,0.00044117311917767977
0.31205944535183106,0.00031205944535183104
0.35529515611637974,0.00035529515611637974
0.20941521443896138,0.0002094152144389614
0.0015655768731113184,1.5655768731113185e-06
0.19440743512789127,0.00019440743512789128
0.29079558140427597,0.00029079558140427596
0.6123901113651842,0.0006123901113651842
0.04542821208835357,4.542821208835357e-05
0.23923149560201917,0.00023923149560201918
0.3114341813495536,0.00031143418134955357
0.00579300009303263,5.79300009303263e-06
0.47315132993545506,0.00047315132993545504
0.14107325968624274,0.00014107325968624275
0.4504649373394505,0.0004504649373394505
0.03172767952759381,3.172767952759381e-05
0.0007528772036400344,7.528772036400344e-07
0.02778028152499945,2.778028152499945e-05
1.487340892279943,0.0014873408922799428
0.4260709267202136,0.0004260709267202136
0.23119165961733223,0.00023119165961733225
0.0401881368599708,4.01881368599708e-05
0.0942201955178199,9.42201955178199e-05
0.13297409687041473,0.00013297409687041472
0.07513173273324769,7.513173273324769e-05
0.17442441407061704,0.00017442441407061705
0.025574942730212546,2.5574942730212548e-05
0.02588604852997456,2.588604852997456e-05
0.02715527214417257,2.715527214417257e-05
0.31516712918079604,0.00031516712918079604
0.17397280554752004,0.00017397280554752004
0.18624636453333987,0.00018624636453333987
0.3027125559039805,0.0003027125559039805
0.18487423175186612,0.00018487423175186612
0.29386979122200674,0.00029386979122200674
0.31736278580164967,0.0003173627858016497
0.46142533683692655,0.0004614253368369265
0.000665866911524926,6.658669115249261e-07
0.4162642447463498,0.0004162642447463498
0.5491587205177517,0.0005491587205177517
0.04287057099496594,4.287057099496594e-05
0.5318697728727548,0.0005318697728727549
0.4589979866053575,0.0004589979866053575
0.3909441641011713,0.0003909441641011713
0.12297240740156079,0.00012297240740156078
0.05484978527769391,5.484978527769391e-05
0.27381693939374085,0.0002738169393937409
0.0023438867492151516,2.3438867492151517e-06
0.146896021804368,0.000146896021804368
0.19749370759270568,0.00019749370759270568
0.02706459772480385,2.706459772480385e-05
0.05475094723734886,5.475094723734886e-05
0.016640570943582622,1.6640570943582624e-05
0.30302762676024697,0.000303027626760247
0.17539948159770313,0.00017539948159770314
0.014117332509693048,1.4117332509693049e-05
0.004308746545645503,4.308746545645503e-06
0.09969995843751533,9.969995843751533e-05
0.04884007055322459,4.884007055322459e-05
0.21697784520815389,0.00021697784520815388
0.04541831794315421,4.541831794315421e-05
0.14064202606441123,0.00014064202606441122
0.18252248370276014,0.00018252248370276015
0.18453862483972605,0.00018453862483972606
0.16468703701317655,0.00016468703701317654
0.5674313802891948,0.0005674313802891949
