drop
0.6746746746746747
0.117
0.066
0.062
0.054
0.045
0.027
0.044
0.041
0.04
0.039
0.035
0.021
0.016
0.012
0.038
0.02
0.035
0.014
0.02
0.025
0.008
0.01
0.014
0.015
0.013
0.021
0.018
0.01
0.016
0.015
0.025
0.02
0.024
0.016
0.008
0.021
0.008
0.012
0.016
0.018
0.013
0.01
0.028
0.014
0.022
0.011
0.02
0.013
0.018
0.019
0.022
0.034
0.028
0.016
0.014
0.027
0.024
0.026
0.023
0.018
0.018
0.032
0.02
0.039
0.039
0.027
0.019
0.023
0.026
0.024
0.022
0.016
0.023
0.019
0.021
0.015
0.026
0.019
0.031
0.005
0.007
0.012
0.011
0.001
0.003
0.008
0.003
0.004
0.002
0.002
0.004
0.001
0.001
0.001
0.001
0.003
0.0
0.001
0.003
