server,bus1,bus2,bus3,bus4,bus5
134,185,232,104,168,177
510,57,147,168,68,50
354,183,215,119,112,17
535,108,170,153,17,17
436,163,204,90,23,84
409,177,195,77,45,97
400,176,193,83,92,56
422,176,209,152,17,24
428,161,193,105,99,14
396,152,203,128,97,24
389,161,187,125,59,79
387,157,203,60,118,75
431,152,202,146,51,18
398,164,204,160,59,15
405,174,201,142,65,13
385,171,213,115,100,16
368,164,200,148,49,71
347,148,218,127,82,78
93,109,217,271,203,107
480,168,192,66,58,36
374,157,204,133,61,71
369,164,213,149,17,88
365,155,216,160,10,94
374,147,220,138,27,94
354,144,214,113,57,118
331,152,204,98,111,104
345,151,211,92,65,136
360,157,216,91,80,96
339,159,213,123,59,107
309,160,213,142,37,139
283,157,209,147,46,158
265,161,209,157,52,156
255,164,209,130,95,147
256,159,210,120,112,143
247,158,212,141,99,143
242,156,215,151,86,150
233,171,212,130,115,139
237,161,214,144,99,145
250,161,214,138,89,148
187,159,208,162,134,150
161,165,209,157,144,164
225,158,210,158,93,156
276,153,208,159,41,163
277,168,207,133,71,144
223,168,212,125,128,144
209,165,213,135,128,150
196,173,215,133,134,149
212,163,209,132,128,156
210,167,213,132,126,152
206,164,212,133,132,153
188,171,211,138,135,157
183,167,217,138,134,161
191,166,214,143,133,153
227,152,205,139,135,142
195,165,219,135,139,147
213,155,207,134,138,153
188,167,210,132,152,151
180,163,209,141,152,155
165,168,214,147,148,158
180,165,216,140,146,153
186,164,214,133,137,166
186,165,214,143,136,156
208,160,208,138,138,148
203,166,211,129,141,150
167,164,218,137,148,166
169,148,213,154,144,172
182,139,216,151,142,170
163,158,217,158,143,161
192,142,214,153,135,164
189,136,218,154,142,161
163,156,220,146,149,166
173,155,214,146,146,166
191,159,212,140,136,162
176,163,215,153,134,159
173,164,212,145,151,155
162,166,217,158,133,164
160,159,216,155,147,163
175,164,217,143,149,152
181,165,219,141,137,157
210,167,207,112,146,158
219,168,218,131,124,140
219,164,218,128,133,138
217,168,216,125,132,142
200,172,217,135,128,148
186,171,220,140,134,149
202,170,220,139,125,144
202,174,219,121,136,148
180,175,218,136,138,153
190,175,220,132,130,153
177,170,217,141,139,156
193,163,217,148,132,147
169,177,219,144,134,157
179,168,218,148,137,150
197,167,216,149,132,139
174,168,218,151,136,153
192,167,216,140,135,150
189,164,217,142,134,154
175,171,218,139,139,158
214,155,216,142,129,144
206,163,218,139,127,147
