drop
0.8198198198198198
0.781
0.717
0.314
0.231
0.133
0.157
0.134
0.105
0.11
0.107
0.113
0.088
0.034
0.055
0.074
0.108
0.093
0.065
0.056
0.069
0.071
0.079
0.071
0.05
0.062
0.072
0.063
0.052
0.106
0.106
0.228
0.224
0.115
0.129
0.077
0.075
0.062
0.066
0.09
0.047
0.073
0.129
0.16
0.089
0.123
0.091
0.125
0.093
0.077
0.082
0.106
0.132
0.14
0.068
0.083
0.088
0.096
0.097
0.074
0.054
0.071
0.077
0.095
0.084
0.076
0.109
0.063
0.07
0.094
0.07
0.08
0.536
0.961
0.676
0.105
0.07
0.075
0.056
0.086
0.016
0.015
0.027
0.024
0.013
0.019
0.033
0.03
0.034
0.034
0.02
0.014
0.012
0.027
0.015
0.024
0.028
0.017
0.023
0.031
