drop
0.9019019019019019
0.681
0.292
0.296
0.235
0.178
0.19
0.212
0.237
0.152
0.335
0.428
0.918
0.968
0.953
0.966
0.952
0.423
0.208
0.231
0.28
0.17
0.248
0.224
0.218
0.217
0.233
0.197
0.161
0.148
0.189
0.181
0.187
0.175
0.237
0.169
0.218
0.209
0.225
0.702
0.258
0.158
0.218
0.195
0.128
0.136
0.156
0.157
0.17
0.3
0.304
0.266
0.159
0.252
0.164
0.163
0.161
0.122
0.155
0.156
0.133
0.134
0.202
0.389
0.456
0.185
0.191
0.171
0.186
0.158
0.165
0.143
0.174
0.155
0.168
0.158
0.137
0.182
0.172
0.188
0.163
0.229
0.147
0.275
0.146
0.154
0.295
0.338
0.311
0.382
0.236
0.23
0.162
0.314
0.241
0.193
0.227
0.263
0.187
0.141
