drop
0.8928928928928929
0.629
0.336
0.271
0.241
0.166
0.205
0.181
0.226
0.172
0.181
0.292
0.236
0.153
0.132
0.161
0.152
0.236
0.179
0.156
0.188
0.138
0.175
0.171
0.174
0.188
0.192
0.187
0.15
0.131
0.159
0.146
0.187
0.124
0.164
0.293
0.138
0.161
0.165
0.141
0.097
0.139
0.195
0.176
0.128
0.113
0.121
0.142
0.141
0.161
0.154
0.158
0.142
0.189
0.147
0.164
0.162
0.127
0.142
0.138
0.125
0.124
0.162
0.186
0.16
0.137
0.165
0.159
0.169
0.132
0.151
0.154
0.146
0.133
0.138
0.126
0.111
0.176
0.161
0.202
0.098
0.126
0.102
0.123
0.078
0.09
0.135
0.117
0.139
0.124
0.131
0.121
0.092
0.129
0.104
0.135
0.125
0.135
0.144
0.159
