server,bus1,bus2,bus3,bus4,bus5
414,124,62,96,177,127
419,61,204,119,45,152
535,18,148,119,21,159
519,59,163,99,40,120
534,56,162,90,34,124
540,22,132,98,85,123
533,94,104,58,96,115
538,64,135,62,51,150
534,48,159,88,35,136
496,67,171,93,26,147
502,41,178,101,38,140
485,90,141,74,75,135
496,55,156,98,32,163
484,42,172,108,25,169
488,74,151,92,50,145
501,118,139,55,88,99
498,119,163,76,37,107
480,105,173,58,56,128
471,113,160,70,55,131
465,130,143,88,48,126
492,132,137,63,40,136
477,121,154,86,43,119
467,117,157,102,32,125
437,112,155,124,35,137
420,127,146,119,49,139
422,123,140,104,69,142
467,125,132,94,37,145
471,117,129,84,71,128
466,124,123,82,75,130
438,114,120,103,87,138
437,103,139,118,70,133
395,108,156,135,66,140
371,110,162,128,101,128
385,121,114,116,130,134
356,123,135,112,135,139
381,111,108,121,131,148
388,104,125,134,105,144
359,110,123,128,131,149
347,125,118,129,136,145
317,130,123,132,141,157
349,112,121,140,131,147
326,116,142,136,129,151
369,109,132,119,120,151
384,124,151,111,103,127
381,125,141,115,107,131
335,127,128,140,130,140
309,137,144,136,128,146
351,113,138,136,122,140
346,122,142,132,116,142
311,127,151,137,120,154
296,127,142,150,126,159
275,128,148,148,139,162
276,132,138,149,138,167
290,134,133,141,138,164
304,136,129,141,131,159
291,125,141,151,139,153
270,132,141,157,139,161
289,137,130,140,144,160
287,131,122,142,155,163
292,133,129,139,146,161
298,129,133,142,142,156
299,132,122,147,144,156
310,138,113,137,145,157
306,140,126,138,140,150
304,135,116,136,145,164
297,122,126,152,142,161
342,110,112,123,145,168
318,104,143,139,145,151
301,99,161,149,133,157
302,98,154,149,140,157
282,127,135,139,152,165
283,137,151,140,134,155
287,135,152,137,132,157
281,133,145,142,142,157
286,140,141,131,144,158
246,126,160,155,151,162
273,124,151,149,147,156
256,121,163,144,157,159
256,127,168,155,137,157
288,148,149,122,140,153
295,145,145,132,127,156
268,140,163,136,135,158
283,150,147,139,125,156
264,147,149,145,138,157
249,149,147,147,146,162
242,148,151,149,144,166
280,141,136,142,136,165
264,147,139,145,138,167
267,145,135,145,142,166
254,138,146,142,152,168
255,129,160,146,151,159
264,139,145,139,142,171
248,142,149,151,146,164
239,147,146,156,153,159
250,140,148,153,150,159
263,133,150,141,151,162
265,129,153,141,151,161
277,123,143,139,151,167
302,118,147,131,148,154
272,135,145,142,149,157
