drop
0.9029029029029029
0.668
0.273
0.313
0.273
0.206
0.23
0.195
0.257
0.168
0.387
0.383
0.362
0.193
0.19
0.279
0.261
0.237
0.219
0.24
0.294
0.191
0.363
0.246
0.258
0.256
0.306
0.225
0.177
0.222
0.269
0.2
0.268
0.158
0.384
0.278
0.172
0.175
0.282
0.241
0.125
0.181
0.228
0.263
0.14
0.176
0.107
0.15
0.133
0.207
0.151
0.173
0.179
0.282
0.201
0.209
0.169
0.125
0.17
0.204
0.168
0.144
0.183
0.225
0.194
0.137
0.223
0.227
0.186
0.144
0.172
0.193
0.176
0.151
0.161
0.125
0.115
0.181
0.202
0.229
0.13
0.151
0.107
0.144
0.086
0.086
0.176
0.14
0.181
0.143
0.154
0.14
0.098
0.176
0.132
0.144
0.153
0.188
0.16
0.211
