drop
0.8528528528528528
0.309
0.197
0.29
0.227
0.176
0.178
0.182
0.226
0.173
0.33
0.42
0.329
0.19
0.207
0.287
0.221
0.242
0.229
0.205
0.254
0.189
0.262
0.225
0.229
0.244
0.28
0.218
0.204
0.165
0.216
0.166
0.226
0.162
0.279
0.256
0.174
0.179
0.292
0.176
0.129
0.179
0.237
0.256
0.148
0.16
0.134
0.22
0.174
0.223
0.181
0.233
0.238
0.305
0.218
0.209
0.198
0.141
0.158
0.171
0.182
0.162
0.206
0.202
0.195
0.167
0.209
0.193
0.202
0.151
0.18
0.172
0.231
0.192
0.168
0.141
0.13
0.179
0.193
0.231
0.134
0.143
0.115
0.146
0.105
0.103
0.157
0.149
0.164
0.146
0.152
0.135
0.102
0.146
0.136
0.154
0.142
0.161
0.183
0.162
