server,bus1,bus2,bus3,bus4,bus5
548,141,95,63,62,91
486,122,118,59,84,131
392,92,153,109,108,146
381,122,121,111,101,164
366,142,95,90,144,163
363,135,131,85,128,158
375,119,190,60,138,118
464,90,115,71,129,131
455,99,122,77,126,121
428,111,120,79,129,133
413,105,133,67,143,139
446,101,105,77,140,131
466,94,107,79,143,111
470,92,118,86,132,102
479,64,161,93,123,80
428,84,152,102,146,88
453,71,148,78,153,97
432,106,154,60,135,113
467,120,136,56,132,89
420,146,115,76,138,105
403,126,150,77,137,107
427,111,134,79,138,111
447,102,130,79,135,107
457,104,142,86,104,107
478,82,138,79,104,119
466,99,133,78,109,115
426,110,187,56,117,104
459,101,154,50,117,119
438,105,154,59,120,124
438,98,157,54,129,124
448,97,153,67,123,112
447,88,140,84,131,110
480,89,108,77,139,107
461,95,122,75,143,104
461,95,132,68,138,106
438,108,149,76,139,90
465,98,154,80,122,81
480,86,151,69,128,86
481,76,135,62,145,101
411,77,172,59,152,129
441,87,160,85,126,101
412,90,157,96,140,105
442,92,169,84,122,91
465,105,165,63,134,68
477,94,163,72,133,61
492,61,170,73,132,72
513,59,136,73,139,80
481,65,157,70,142,85
493,66,138,71,140,92
450,77,169,79,142,83
466,65,180,62,146,81
472,72,162,64,141,89
489,69,151,81,117,93
475,88,144,77,136,80
492,88,139,79,122,80
484,69,152,71,139,85
442,76,159,96,147,80
454,95,145,95,139,72
442,118,159,105,112,64
402,114,172,97,133,82
425,111,173,79,126,86
463,101,169,77,114,76
438,82,160,103,140,77
446,93,164,96,131,70
479,70,162,99,133,57
485,63,139,116,148,49
481,63,157,92,139,68
510,56,150,95,109,80
509,74,136,47,136,98
492,66,145,50,133,114
493,49,177,44,121,116
464,68,184,59,128,97
476,68,174,53,124,105
472,44,167,82,116,119
493,63,172,69,125,78
481,55,159,89,129,87
476,74,133,75,135,107
456,85,132,71,139,117
453,87,144,45,141,130
472,105,158,61,134,70
513,96,173,35,113,70
534,100,166,38,106,56
511,102,186,44,103,54
493,103,121,47,141,95
507,97,118,40,148,90
515,93,113,36,149,94
492,103,114,54,125,112
502,108,88,50,138,114
493,103,103,55,140,106
486,74,98,79,150,113
480,110,76,83,144,107
475,108,89,68,142,118
495,95,105,51,151,103
488,97,112,75,143,85
469,106,94,82,137,112
467,99,99,87,146,102
450,83,104,98,145,120
447,91,96,105,140,121
502,79,88,97,161,73
492,96,107,58,148,99
