server,bus1,bus2,bus3,bus4,bus5
490,132,112,93,81,92
548,50,137,138,83,44
522,42,127,138,60,111
476,65,137,153,48,121
445,131,117,157,73,77
421,133,143,139,80,84
419,137,143,103,136,62
416,122,137,129,72,124
391,115,144,132,89,129
380,124,142,135,100,119
406,121,123,146,77,127
408,98,125,147,104,118
380,111,133,142,125,109
380,128,133,139,109,111
357,144,157,130,115,97
323,139,181,136,125,96
320,134,183,137,115,111
382,112,147,127,102,130
367,103,172,119,115,124
356,110,180,121,111,122
370,119,173,107,112,119
339,129,176,117,122,117
320,128,180,131,121,120
323,130,175,129,115,128
334,123,181,129,105,128
350,117,185,134,96,118
386,123,177,124,92,98
340,143,186,127,89,115
319,140,186,120,108,127
260,145,194,145,123,133
277,142,183,130,132,136
224,156,190,136,138,156
250,148,188,124,133,157
261,156,185,124,132,142
264,149,200,114,138,135
246,157,206,121,135,135
262,154,207,113,131,133
241,158,211,127,136,127
254,147,202,131,135,131
268,148,198,131,123,132
244,160,200,152,116,128
247,143,196,149,133,132
292,132,181,123,130,142
294,154,186,119,125,122
270,151,208,129,115,127
236,153,205,138,130,138
272,142,196,130,132,128
283,135,186,121,135,140
254,158,198,122,133,135
239,153,197,136,135,140
211,146,201,146,149,147
190,156,203,153,150,148
186,156,190,151,160,157
207,155,183,147,150,158
211,145,205,148,147,144
241,133,204,141,135,146
213,124,200,154,152,157
209,126,200,159,150,156
202,142,206,142,145,163
218,149,205,144,135,149
215,150,208,139,142,146
220,147,212,135,125,161
260,141,197,136,115,151
239,146,211,137,118,149
214,159,209,142,123,153
211,138,204,143,135,169
231,135,202,142,139,151
221,144,190,140,141,164
232,141,201,127,144,155
240,125,206,131,137,161
216,132,206,143,144,159
216,141,205,144,136,158
211,152,206,134,142,155
199,162,197,139,138,165
199,149,197,149,146,160
210,152,202,139,132,165
200,151,199,149,135,166
211,149,207,141,136,156
210,156,202,136,142,154
231,146,191,125,151,156
227,149,211,126,137,150
222,149,209,128,138,154
236,152,203,120,139,150
210,151,206,125,151,157
187,155,210,131,157,160
193,157,208,136,147,159
178,165,194,137,157,169
181,165,197,134,157,166
186,155,206,134,159,160
173,166,200,134,161,166
162,165,195,146,166,166
151,170,205,137,172,165
169,166,199,143,158,165
189,156,201,136,157,161
166,165,201,138,162,168
182,165,193,141,158,161
162,164,203,141,167,163
156,166,200,150,162,166
190,148,198,147,160,157
195,156,200,134,159,156
