server,bus1,bus2,bus3,bus4,bus5
138,106,213,216,167,160
15,261,247,46,109,322
237,220,85,190,142,126
297,46,222,147,53,235
218,159,167,185,118,153
254,223,76,201,86,160
19,48,298,212,225,198
13,169,231,199,264,124
304,313,80,13,109,181
289,127,110,122,158,194
439,43,196,18,165,139
156,183,68,267,171,155
221,215,19,358,53,134
443,24,217,55,135,126
549,18,211,128,76,18
406,29,196,55,151,163
287,269,119,184,17,124
270,149,159,171,211,40
517,147,19,59,47,211
434,95,80,133,109,149
385,82,160,115,175,83
468,16,133,128,92,163
494,98,198,40,66,104
430,93,199,42,75,161
389,51,201,82,110,167
280,133,218,94,91,184
326,98,224,158,39,155
348,89,213,101,92,157
355,115,201,100,79,150
395,67,206,94,79,159
378,88,196,101,87,150
413,22,215,137,61,152
418,31,215,148,34,154
332,98,218,149,49,154
359,46,221,114,98,162
316,68,214,123,106,173
352,60,203,100,107,178
341,47,215,116,101,180
369,29,211,161,69,161
289,126,204,138,86,157
307,78,210,162,84,159
291,42,209,151,130,177
350,22,204,140,106,178
349,82,196,148,69,156
321,66,213,168,60,172
245,135,207,152,91,170
268,111,199,149,101,172
293,62,208,149,123,165
292,57,210,154,125,162
281,105,195,143,110,166
277,125,201,137,90,170
249,110,215,145,104,177
289,65,216,146,107,177
306,47,214,151,108,174
267,67,212,164,129,161
294,84,203,155,101,163
291,82,188,165,94,180
230,142,216,176,63,173
241,123,209,168,84,175
230,126,210,170,104,160
224,139,214,147,117,159
218,109,220,159,117,177
299,112,212,156,48,173
267,127,213,155,67,171
217,131,210,163,107,172
259,61,213,143,153,171
255,65,218,150,148,164
245,60,217,165,150,163
227,80,211,172,148,162
237,94,210,167,129,163
220,112,209,168,127,164
196,122,215,150,153,164
212,107,209,161,149,162
200,102,214,168,149,167
163,141,210,160,160,166
179,151,207,163,125,175
174,139,212,167,144,164
187,135,212,154,142,170
166,135,210,163,159,167
188,132,214,142,160,164
195,142,218,150,134,161
184,163,218,147,121,167
182,152,218,146,134,168
178,149,215,160,136,162
160,148,220,155,149,168
157,146,216,150,163,168
168,147,215,148,148,174
169,141,216,154,152,168
171,141,214,161,147,166
163,138,212,161,151,175
163,142,215,159,153,168
163,146,211,162,148,170
152,146,206,160,163,173
160,145,206,155,160,174
153,148,211,160,156,172
181,129,211,153,151,175
176,138,209,161,148,168
166,134,204,166,155,175
187,141,208,154,148,162
187,134,210,144,162,163
