server,bus1,bus2,bus3,bus4,bus5
526,95,142,107,47,83
540,88,120,91,63,98
512,96,119,69,103,101
492,85,118,85,126,94
504,84,113,79,144,76
501,80,118,69,147,85
471,38,141,87,146,117
538,43,111,92,107,109
516,59,127,99,110,89
527,73,105,87,125,83
543,71,92,93,135,66
528,68,110,86,133,75
515,57,115,108,137,68
533,50,117,108,138,54
520,52,145,91,127,65
472,76,158,83,130,81
449,57,175,94,146,79
439,62,173,111,137,78
483,58,150,117,109,83
503,58,148,127,90,74
486,76,168,87,105,78
488,68,173,92,105,74
471,83,176,93,98,79
471,95,193,66,79,96
453,85,181,65,104,112
440,59,197,95,106,103
486,49,185,96,91,93
500,57,180,100,91,72
490,82,170,102,103,53
469,73,184,106,102,66
478,57,189,108,108,60
426,63,185,114,113,99
429,66,184,104,121,96
446,73,184,109,96,92
461,82,163,111,107,76
463,92,184,107,109,45
404,96,180,115,119,86
320,132,159,150,147,92
484,85,208,81,76,66
253,101,392,118,48,88
377,75,295,58,126,69
403,114,201,91,150,41
398,83,255,78,114,72
443,60,235,71,73,118
451,71,201,63,109,105
403,83,242,73,104,95
432,81,201,76,73,137
416,115,184,92,81,112
438,101,213,83,79,86
460,122,193,78,27,120
376,98,191,196,36,103
487,43,166,126,31,147
562,28,175,108,67,60
543,90,194,28,129,16
559,63,222,38,104,14
549,163,140,57,65,26
562,133,42,63,49,151
544,137,54,72,32,161
532,121,49,110,60,128
521,111,165,91,82,30
528,92,150,117,69,44
521,77,156,130,74,42
499,69,124,155,77,76
495,95,105,146,72,87
510,79,145,154,78,34
518,112,119,117,89,45
536,124,128,99,97,16
543,132,109,101,97,18
520,113,104,92,112,59
526,89,127,109,95,54
528,81,140,116,80,55
520,91,131,134,89,35
511,115,117,115,93,49
521,130,97,91,71,90
520,135,106,116,57,66
513,125,139,106,62,55
508,127,158,103,50,54
512,120,160,109,43,56
501,117,168,111,67,36
457,145,153,134,73,38
474,148,156,114,77,31
513,137,139,92,85,34
497,142,139,97,84,41
485,129,145,125,69,47
504,145,129,107,67,48
508,140,128,112,62,50
497,126,127,130,55,65
492,140,137,118,63,50
495,142,141,113,65,44
448,125,147,135,79,66
476,112,162,125,64,61
477,127,168,124,60,44
483,145,141,124,46,61
481,125,164,112,64,54
470,120,162,118,69,61
470,116,169,129,61,55
481,111,169,122,73,44
462,99,180,109,63,87
518,96,188,89,40,69
502,120,165,87,61,65
