somay,distance,may0,may1,may2,may3,reward
0,0,0.181,1.572186163320386,0.0,0.0,1
0,0,0.36233333333333334,1.572186163320386,0.0,0.0,1
1,0.4121039767601538,0.36233333333333334,2.116186163320386,0.0,0.0,1
0,0,0.544,2.116186163320386,0.0,0.0,1
0,0,0.726,2.116186163320386,0.0,0.0,1
0,0,0.9079999999999999,2.116186163320386,0.0,0.0,1
0,0,0.18233333333333332,1.116186163320386,0.0,0.0,1
0,0,0.36466666666666664,1.116186163320386,0.0,0.0,1
0,0,0.5473333333333333,1.116186163320386,0.0,0.0,1
0,0,0.18266666666666667,0.116186163320386,0.0,0.0,1
0,0,0.366,0.116186163320386,0.0,0.0,1
0,0,0.5493333333333333,0.116186163320386,0.0,0.0,1
3,0.4424290363461157,0.0,0.0,0.0,0.7803943482241762,1
0,0,0.18433333333333332,0.0,0.0,0.7803943482241762,1
0,0,0.36866666666666664,0.0,0.0,0.7803943482241762,1
0,0,0.5533333333333333,0.0,0.0,0.7803943482241762,1
0,0,0.18566666666666667,0.0,0.0,0.0,1
0,0,0.18566666666666667,0.0,0.0,0.0,1
0,0,0.18566666666666667,0.0,0.0,0.0,1
0,0,0.3716666666666667,0.0,0.0,0.0,1
1,0.3986202414343509,0.3716666666666667,0.7593541621131343,0.0,0.0,1
0,0,0.18633333333333332,0.0,0.0,0.0,1
0,0,0.373,0.0,0.0,0.0,1
0,0,0.5603333333333333,0.0,0.0,0.0,1
0,0,0.18766666666666668,0.0,0.0,0.0,1
0,0,0.3756666666666667,0.0,0.0,0.0,1
0,0,0.188,0.0,0.0,0.0,1
0,0,0.18833333333333332,0.0,0.0,0.0,1
0,0,0.377,0.0,0.0,0.0,1
3,0.42418090361357114,0.377,0.0,0.0,0.7848028927335635,1
1,0.3896310845504823,0.377,0.7631037710140272,0.0,0.7848028927335635,1
1,0.3896310845504823,0.377,1.331103771014027,0.0,0.7848028927335635,1
0,0,0.5663333333333334,1.331103771014027,0.0,0.7848028927335635,1
1,0.3896310845504823,0.5663333333333334,1.900103771014027,0.0,0.7848028927335635,1
0,0,0.19,0.9001037710140269,0.0,0.0,1
0,0,0.38,0.9001037710140269,0.0,0.0,1
0,0,0.5703333333333334,0.9001037710140269,0.0,0.0,1
0,0,0.19033333333333333,0.0,0.0,0.0,1
0,0,0.38066666666666665,0.0,0.0,0.0,1
0,0,0.5713333333333334,0.0,0.0,0.0,1
0,0,0.19066666666666668,0.0,0.0,0.0,1
0,0,0.3816666666666667,0.0,0.0,0.0,1
0,0,0.5730000000000001,0.0,0.0,0.0,1
0,0,0.7646666666666667,0.0,0.0,0.0,1
0,0,0.9563333333333334,0.0,0.0,0.0,1
0,0,1.1480000000000001,0.0,0.0,0.0,1
0,0,1.3396666666666668,0.0,0.0,0.0,1
0,0,1.5313333333333334,0.0,0.0,0.0,1
0,0,1.7236666666666667,0.0,0.0,0.0,1
0,0,0.916,0.0,0.0,0.0,1
0,0,1.1086666666666667,0.0,0.0,0.0,1
0,0,1.3013333333333335,0.0,0.0,0.0,1
0,0,1.4946666666666668,0.0,0.0,0.0,1
0,0,1.6883333333333335,0.0,0.0,0.0,1
0,0,0.8820000000000001,0.0,0.0,0.0,1
0,0,1.0766666666666667,0.0,0.0,0.0,1
0,0,0.2713333333333333,0.0,0.0,0.0,1
0,0,0.4663333333333333,0.0,0.0,0.0,1
0,0,0.195,0.0,0.0,0.0,1
0,0,0.39,0.0,0.0,0.0,1
0,0,0.5856666666666667,0.0,0.0,0.0,1
2,0.2886688012785054,0.5856666666666667,0.0,0.6361284072888836,0.0,1
0,0,0.196,0.0,0.0,0.0,1
0,0,0.39266666666666666,0.0,0.0,0.0,1
0,0,0.5896666666666667,0.0,0.0,0.0,1
0,0,0.7873333333333333,0.0,0.0,0.0,1
0,0,0.19833333333333333,0.0,0.0,0.0,1
0,0,0.199,0.0,0.0,0.0,1
0,0,0.3983333333333333,0.0,0.0,0.0,1
0,0,0.5976666666666667,0.0,0.0,0.0,1
0,0,0.19933333333333333,0.0,0.0,0.0,1
0,0,0.399,0.0,0.0,0.0,1
2,0.2886688012785054,0.399,0.0,0.6473143005851867,0.0,1
0,0,0.20033333333333334,0.0,0.0,0.0,1
0,0,0.40066666666666667,0.0,0.0,0.0,1
0,0,0.6013333333333333,0.0,0.0,0.0,1
0,0,0.8029999999999999,0.0,0.0,0.0,1
0,0,1.0046666666666666,0.0,0.0,0.0,1
0,0,1.2066666666666666,0.0,0.0,0.0,1
3,0.38768463814848214,0.0,0.0,0.0,0.81157488840165,1
0,0,0.20266666666666666,0.0,0.0,0.81157488840165,1
0,0,0.203,0.0,0.0,0.0,1
0,0,0.4063333333333333,0.0,0.0,0.0,1
0,0,0.6096666666666667,0.0,0.0,0.0,1
0,0,0.20333333333333334,0.0,0.0,0.0,1
0,0,0.4066666666666667,0.0,0.0,0.0,1
0,0,0.6106666666666667,0.0,0.0,0.0,1
0,0,0.8146666666666667,0.0,0.0,0.0,1
0,0,0.20466666666666666,0.0,0.0,0.0,1
0,0,0.4096666666666666,0.0,0.0,0.0,1
1,0.3491798785730735,0.4096666666666666,0.797013798067665,0.0,0.0,1
0,0,0.205,0.0,0.0,0.0,1
0,0,0.4103333333333333,0.0,0.0,0.0,1
0,0,0.616,0.0,0.0,0.0,1
0,0,0.20566666666666666,0.0,0.0,0.0,1
0,0,0.4116666666666666,0.0,0.0,0.0,1
0,0,0.6176666666666666,0.0,0.0,0.0,1
0,0,0.824,0.0,0.0,0.0,1
0,0,0.20666666666666667,0.0,0.0,0.0,1
2,0.2886688012785054,0.20666666666666667,0.0,0.6675386471407622,0.0,1
0,0,0.41400000000000003,0.0,0.6675386471407622,0.0,1
0,0,0.6226666666666667,0.0,0.6675386471407622,0.0,1
0,0,0.8313333333333334,0.0,0.6675386471407622,0.0,1
0,0,1.04,0.0,0.6675386471407622,0.0,1
0,0,0.24933333333333338,0.0,0.0,0.0,1
0,0,0.4590000000000001,0.0,0.0,0.0,1
0,0,0.21,0.0,0.0,0.0,1
0,0,0.21,0.0,0.0,0.0,1
1,0.3356961432472706,0.21,0.8073099365441496,0.0,0.0,1
0,0,0.423,0.8073099365441496,0.0,0.0,1
0,0,0.21333333333333335,0.0,0.0,0.0,1
0,0,0.4266666666666667,0.0,0.0,0.0,1
0,0,0.6406666666666667,0.0,0.0,0.0,1
0,0,0.855,0.0,0.0,0.0,1
0,0,0.21433333333333332,0.0,0.0,0.0,1
0,0,0.215,0.0,0.0,0.0,1
0,0,0.43,0.0,0.0,0.0,1
0,0,0.645,0.0,0.0,0.0,1
0,0,0.8606666666666667,0.0,0.0,0.0,1
0,0,0.21566666666666667,0.0,0.0,0.0,1
0,0,0.43166666666666664,0.0,0.0,0.0,1
0,0,0.6479999999999999,0.0,0.0,0.0,1
0,0,0.8646666666666666,0.0,0.0,0.0,1
0,0,0.21666666666666667,0.0,0.0,0.0,1
0,0,0.43366666666666664,0.0,0.0,0.0,1
0,0,0.6516666666666666,0.0,0.0,0.0,1
0,0,0.8696666666666666,0.0,0.0,0.0,1
3,0.34597462047409466,0.0,0.0,0.0,0.8392739818054392,1
0,0,0.21866666666666668,0.0,0.0,0.8392739818054392,1
0,0,0.43733333333333335,0.0,0.0,0.8392739818054392,1
0,0,0.6563333333333333,0.0,0.0,0.8392739818054392,1
0,0,0.8756666666666666,0.0,0.0,0.8392739818054392,1
0,0,0.21966666666666668,0.0,0.0,0.0,1
0,0,0.43933333333333335,0.0,0.0,0.0,1
0,0,0.6596666666666666,0.0,0.0,0.0,1
0,0,0.22033333333333333,0.0,0.0,0.0,1
0,0,0.441,0.0,0.0,0.0,1
0,0,0.22066666666666668,0.0,0.0,0.0,1
0,0,0.44166666666666665,0.0,0.0,0.0,1
0,0,0.6626666666666666,0.0,0.0,0.0,1
3,0.338153992160147,0.6626666666666666,0.0,0.0,0.8470312457816029,1
0,0,0.22166666666666668,0.0,0.0,0.0,1
0,0,0.222,0.0,0.0,0.0,1
0,0,0.444,0.0,0.0,0.0,1
3,0.3329402399508486,0.444,0.0,0.0,0.8459256475293415,1
0,0,0.6663333333333333,0.0,0.0,0.8459256475293415,1
0,0,0.889,0.0,0.0,0.8459256475293415,1
0,0,1.1123333333333334,0.0,0.0,0.8459256475293415,1
0,0,1.336,0.0,0.0,0.8459256475293415,1
0,0,1.5596666666666668,0.0,0.0,0.8459256475293415,1
0,0,1.7833333333333334,0.0,0.0,0.8459256475293415,1
0,0,1.0070000000000001,0.0,0.0,0.0,1
0,0,1.231,0.0,0.0,0.0,1
0,0,1.455,0.0,0.0,0.0,1
0,0,1.6796666666666666,0.0,0.0,0.0,1
0,0,1.9043333333333332,0.0,0.0,0.0,1
3,0.3303333638461994,1.9043333333333332,0.0,0.0,0.8547838582990849,1
0,0,1.1296666666666666,0.0,0.0,0.0,1
0,0,1.355,0.0,0.0,0.0,1
0,0,1.5803333333333334,0.0,0.0,0.0,1
0,0,1.806,0.0,0.0,0.0,1
2,0.2886688012785054,0.806,0.0,0.7228555743301015,0.0,1
0,0,0.22666666666666666,0.0,0.0,0.0,1
0,0,0.45366666666666666,0.0,0.0,0.0,1
0,0,0.681,0.0,0.0,0.0,1
0,0,0.909,0.0,0.0,0.0,1
0,0,1.1373333333333333,0.0,0.0,0.0,1
0,0,1.3656666666666666,0.0,0.0,0.0,1
0,0,0.5943333333333333,0.0,0.0,0.0,1
0,0,0.8236666666666665,0.0,0.0,0.0,1
0,0,1.053,0.0,0.0,0.0,1
0,0,1.2826666666666666,0.0,0.0,0.0,1
1,0.2997395157117961,1.2826666666666666,0.8548434955624682,0.0,0.0,1
0,0,1.5126666666666666,0.8548434955624682,0.0,0.0,1
0,0,0.7429999999999999,0.0,0.0,0.0,1
0,0,0.9739999999999999,0.0,0.0,0.0,1
0,0,0.231,0.0,0.0,0.0,1
3,0.3146921072183041,0.231,0.0,0.0,0.8675550969031767,1
0,0,0.4633333333333334,0.0,0.0,0.8675550969031767,1
0,0,0.6956666666666667,0.0,0.0,0.8675550969031767,1
0,0,0.23233333333333334,0.0,0.0,0.0,1
0,0,0.4656666666666667,0.0,0.0,0.0,1
0,0,0.6990000000000001,0.0,0.0,0.0,1
3,0.3120852311136549,0.6990000000000001,0.0,0.0,0.8742424070543884,1
0,0,0.9326666666666668,0.0,0.0,0.8742424070543884,1
0,0,1.1666666666666667,0.0,0.0,0.8742424070543884,1
0,0,0.4016666666666667,0.0,0.0,0.0,1
0,0,0.6366666666666667,0.0,0.0,0.0,1
0,0,0.8720000000000001,0.0,0.0,0.0,1
0,0,0.23633333333333334,0.0,0.0,0.0,1
0,0,0.4726666666666667,0.0,0.0,0.0,1
0,0,0.7093333333333334,0.0,0.0,0.0,1
0,0,0.9460000000000001,0.0,0.0,0.0,1
0,0,1.183,0.0,0.0,0.0,1
0,0,0.4203333333333334,0.0,0.0,0.0,1
0,0,0.23766666666666666,0.0,0.0,0.0,1
0,0,0.476,0.0,0.0,0.0,1
1,0.2817612019440589,0.0,0.8730890395424208,0.0,0.0,1
0,0,0.23866666666666667,0.8730890395424208,0.0,0.0,1
0,0,0.4776666666666667,0.8730890395424208,0.0,0.0,1
0,0,0.23933333333333334,0.0,0.0,0.0,1
0,0,0.47933333333333333,0.0,0.0,0.0,1
0,0,0.24066666666666667,0.0,0.0,0.0,1
0,0,0.4816666666666667,0.0,0.0,0.0,1
0,0,0.7226666666666667,0.0,0.0,0.0,1
0,0,0.964,0.0,0.0,0.0,1
0,0,0.24133333333333334,0.0,0.0,0.0,1
0,0,0.4826666666666667,0.0,0.0,0.0,1
0,0,0.724,0.0,0.0,0.0,1
0,0,0.9656666666666667,0.0,0.0,0.0,1
0,0,1.2076666666666667,0.0,0.0,0.0,1
0,0,0.44966666666666666,0.0,0.0,0.0,1
3,0.2886233461718119,0.44966666666666666,0.0,0.0,0.8896291469321744,1
3,0.28601647006716274,0.0,0.0,0.0,0.8893811766503641,1
0,0,0.24233333333333335,0.0,0.0,0.8893811766503641,1
0,0,0.485,0.0,0.0,0.8893811766503641,1
0,0,0.7276666666666667,0.0,0.0,0.8893811766503641,1
0,0,0.9703333333333334,0.0,0.0,0.8893811766503641,1
0,0,1.213,0.0,0.0,0.8893811766503641,1
0,0,0.45600000000000007,0.0,0.0,0.0,1
0,0,0.6990000000000001,0.0,0.0,0.0,1
0,0,0.9423333333333335,0.0,0.0,0.0,1
0,0,1.1860000000000002,0.0,0.0,0.0,1
0,0,0.43000000000000016,0.0,0.0,0.0,1
0,0,0.6746666666666669,0.0,0.0,0.0,1
0,0,0.9193333333333336,0.0,0.0,0.0,1
0,0,1.1643333333333334,0.0,0.0,0.0,1
0,0,0.24566666666666667,0.0,0.0,0.0,1
0,0,0.4916666666666667,0.0,0.0,0.0,1
0,0,0.24633333333333332,0.0,0.0,0.0,1
0,0,0.49266666666666664,0.0,0.0,0.0,1
0,0,0.24666666666666667,0.0,0.0,0.0,1
1,0.2570410205134202,0.24666666666666667,0.8892340054421577,0.0,0.0,1
3,0.27037521343926746,0.24666666666666667,0.8892340054421577,0.0,0.8970465638024534,1
3,0.2677683373346182,0.0,0.0,0.0,0.8968424301763451,1
0,0,0.24766666666666667,0.0,0.0,0.0,1
0,0,0.49533333333333335,0.0,0.0,0.0,1
0,0,0.743,0.0,0.0,0.0,1
0,0,0.24866666666666667,0.0,0.0,0.0,1
0,0,0.4976666666666667,0.0,0.0,0.0,1
0,0,0.24966666666666668,0.0,0.0,0.0,1
2,0.2886688012785054,0.24966666666666668,0.0,0.7911568274042221,0.0,1
3,0.25734083291602133,0.0,0.0,0.0,0.902095456800585,1
3,0.25734083291602133,0.0,0.0,0.0,1.6550954568005851,1
3,0.2547339568113721,0.0,0.0,0.0,1.4090954568005851,1
3,0.2547339568113721,0.0,0.0,0.0,2.163095456800585,1
0,0,0.25233333333333335,0.0,0.0,2.163095456800585,1
0,0,0.505,0.0,0.0,2.163095456800585,1
0,0,0.758,0.0,0.0,2.163095456800585,1
0,0,0.25333333333333335,0.0,0.0,1.1630954568005851,1
0,0,0.5066666666666667,0.0,0.0,1.1630954568005851,1
0,0,0.7603333333333333,0.0,0.0,1.1630954568005851,1
3,0.2521270807067229,0.7603333333333333,0.0,0.0,1.9240954568005852,1
1,0.24130999596665006,0.7603333333333333,0.9042102764163027,0.0,1.9240954568005852,1
3,0.2495202046020737,0.0,0.0,0.0,1.6880954568005853,1
3,0.2495202046020737,0.0,0.0,0.0,2.4520954568005853,1
0,0,0.25466666666666665,0.0,0.0,1.4520954568005853,1
0,0,0.5093333333333333,0.0,0.0,1.4520954568005853,1
0,0,0.7643333333333333,0.0,0.0,1.4520954568005853,1
0,0,1.0196666666666667,0.0,0.0,1.4520954568005853,1
0,0,1.2750000000000001,0.0,0.0,1.4520954568005853,1
2,0.2886688012785054,1.2750000000000001,0.0,0.8076952806634946,1.4520954568005853,1
0,0,0.5306666666666668,0.0,0.0,0.45209545680058527,1
0,0,0.7870000000000001,0.0,0.0,0.45209545680058527,1
3,0.24430645239277526,0.7870000000000001,0.0,0.0,1.2210954568005854,1
3,0.24430645239277526,0.7870000000000001,0.0,0.0,1.9900954568005855,1
3,0.24430645239277526,0.7870000000000001,0.0,0.0,2.7600954568005855,1
3,0.24169957628812605,0.0,0.0,0.0,2.5340954568005856,1
0,0,0.25833333333333336,0.0,0.0,2.5340954568005856,1
0,0,0.25833333333333336,0.0,0.0,1.5340954568005856,1
0,0,0.5166666666666667,0.0,0.0,1.5340954568005856,1
0,0,0.7753333333333334,0.0,0.0,1.5340954568005856,1
3,0.23648582407882762,0.0,0.0,0.0,1.3110954568005857,1
3,0.23648582407882762,0.0,0.0,0.0,2.0890954568005857,1
2,0.2886688012785054,0.0,0.0,0.8187494080379861,2.0890954568005857,1
3,0.23648582407882762,0.0,0.0,0.8187494080379861,2.8690954568005855,1
0,0,0.26066666666666666,0.0,0.0,1.8690954568005855,1
0,0,0.5216666666666667,0.0,0.0,1.8690954568005855,1
0,0,0.261,0.0,0.0,0.8690954568005855,1
0,0,0.5223333333333333,0.0,0.0,0.8690954568005855,1
0,0,0.784,0.0,0.0,0.8690954568005855,1
3,0.23127207186952917,0.784,0.0,0.0,1.6540954568005857,1
3,0.23127207186952917,0.784,0.0,0.0,2.4400954568005857,1
3,0.23127207186952917,0.784,0.0,0.0,3.2270954568005856,1
3,0.23127207186952917,0.784,0.0,0.0,4.017095456800586,1
0,0,1.0486666666666666,0.0,0.0,4.017095456800586,1
0,0,0.3133333333333333,0.0,0.0,3.017095456800586,1
0,0,0.5783333333333334,0.0,0.0,3.017095456800586,1
0,0,0.2653333333333333,0.0,0.0,2.017095456800586,1
0,0,0.5309999999999999,0.0,0.0,2.017095456800586,1
0,0,0.7966666666666666,0.0,0.0,2.017095456800586,1
3,0.22345144355558152,0.0,0.0,0.0,1.816095456800586,1
3,0.22345144355558152,0.0,0.0,0.0,2.615095456800586,1
0,0,0.267,0.0,0.0,1.615095456800586,1
0,0,0.5343333333333333,0.0,0.0,1.615095456800586,1
0,0,0.802,0.0,0.0,1.615095456800586,1
0,0,1.0696666666666668,0.0,0.0,1.615095456800586,1
0,0,0.3380000000000001,0.0,0.0,0.615095456800586,1
0,0,0.6063333333333334,0.0,0.0,0.615095456800586,1
0,0,0.8760000000000001,0.0,0.0,0.615095456800586,1
0,0,0.27,0.0,0.0,0.0,1
0,0,0.27,0.0,0.0,0.0,1
3,0.5964679692227375,0.0,0.0,0.0,1.28534889904967,1
0,0,0.271,0.0,0.0,1.28534889904967,1
0,0,0.542,0.0,0.0,1.28534889904967,1
0,0,0.2713333333333333,0.0,0.0,0.28534889904967,1
0,0,0.5426666666666666,0.0,0.0,0.28534889904967,1
0,0,0.814,0.0,0.0,0.28534889904967,1
0,0,1.0859999999999999,0.0,0.0,0.28534889904967,1
0,0,0.3586666666666665,0.0,0.0,0.0,1
0,0,0.6313333333333332,0.0,0.0,0.0,1
0,0,0.273,0.0,0.0,0.0,1
0,0,0.546,0.0,0.0,0.0,1
0,0,0.8196666666666668,0.0,0.0,0.0,1
0,0,1.0936666666666668,0.0,0.0,0.0,1
0,0,1.3676666666666668,0.0,0.0,0.0,1
0,0,1.642666666666667,0.0,0.0,0.0,1
0,0,1.9180000000000001,0.0,0.0,0.0,1
0,0,2.1933333333333334,0.0,0.0,0.0,1
2,0.2886688012785054,1.1933333333333334,0.0,0.8653804419310227,0.0,1
0,0,1.4703333333333335,0.0,0.8653804419310227,0.0,1
0,0,1.747666666666667,0.0,0.8653804419310227,0.0,1
0,0,1.0250000000000004,0.0,0.0,0.0,1
0,0,1.3023333333333338,0.0,0.0,0.0,1
0,0,1.5800000000000005,0.0,0.0,0.0,1
0,0,1.8586666666666671,0.0,0.0,0.0,1
0,0,2.1390000000000002,0.0,0.0,0.0,1
0,0,2.4193333333333333,0.0,0.0,0.0,1
0,0,2.6996666666666664,0.0,0.0,0.0,1
0,0,1.980333333333333,0.0,0.0,0.0,1
0,0,2.261333333333333,0.0,0.0,0.0,1
0,0,1.5423333333333331,0.0,0.0,0.0,1
0,0,1.8233333333333333,0.0,0.0,0.0,1
0,0,1.1046666666666667,0.0,0.0,0.0,1
0,0,1.3860000000000001,0.0,0.0,0.0,1
0,0,1.6676666666666669,0.0,0.0,0.0,1
0,0,0.9496666666666669,0.0,0.0,0.0,1
0,0,1.231666666666667,0.0,0.0,0.0,1
0,0,1.5140000000000002,0.0,0.0,0.0,1
0,0,1.7970000000000002,0.0,0.0,0.0,1
0,0,0.283,0.0,0.0,0.0,1
0,0,0.5663333333333334,0.0,0.0,0.0,1
0,0,0.8496666666666667,0.0,0.0,0.0,1
0,0,1.1333333333333333,0.0,0.0,0.0,1
0,0,0.4173333333333333,0.0,0.0,0.0,1
0,0,0.7013333333333333,0.0,0.0,0.0,1
0,0,0.9856666666666666,0.0,0.0,0.0,1
0,0,0.2843333333333333,0.0,0.0,0.0,1
0,0,0.569,0.0,0.0,0.0,1
0,0,0.8536666666666666,0.0,0.0,0.0,1
0,0,0.2846666666666667,0.0,0.0,0.0,1
0,0,0.5696666666666667,0.0,0.0,0.0,1
0,0,0.8546666666666667,0.0,0.0,0.0,1
3,0.5788757562676021,0.0,0.0,0.0,1.3204575719767417,1
0,0,0.285,0.0,0.0,1.3204575719767417,1
0,0,0.5706666666666667,0.0,0.0,1.3204575719767417,1
0,0,0.8566666666666667,0.0,0.0,1.3204575719767417,1
0,0,0.2866666666666667,0.0,0.0,0.32045757197674174,1
0,0,0.5743333333333334,0.0,0.0,0.32045757197674174,1
0,0,0.2876666666666667,0.0,0.0,0.0,1
0,0,0.5756666666666667,0.0,0.0,0.0,1
0,0,0.864,0.0,0.0,0.0,1
0,0,1.1526666666666667,0.0,0.0,0.0,1
2,0.2886688012785054,1.1526666666666667,0.0,0.9038099084125374,0.0,1
0,0,0.44200000000000006,0.0,0.0,0.0,1
0,0,0.28933333333333333,0.0,0.0,0.0,1
0,0,0.5786666666666667,0.0,0.0,0.0,1
0,0,0.868,0.0,0.0,0.0,1
2,0.2886688012785054,0.0,0.0,0.9058718728446383,0.0,1
0,0,0.29,0.0,0.0,0.0,1
0,0,0.58,0.0,0.0,0.0,1
0,0,0.8703333333333333,0.0,0.0,0.0,1
0,0,1.1606666666666667,0.0,0.0,0.0,1
0,0,1.4513333333333334,0.0,0.0,0.0,1
0,0,1.742,0.0,0.0,0.0,1
0,0,2.0326666666666666,0.0,0.0,0.0,1
0,0,1.3236666666666665,0.0,0.0,0.0,1
0,0,1.6146666666666665,0.0,0.0,0.0,1
0,0,1.9056666666666664,0.0,0.0,0.0,1
0,0,2.1969999999999996,0.0,0.0,0.0,1
0,0,1.4886666666666664,0.0,0.0,0.0,1
0,0,1.7806666666666664,0.0,0.0,0.0,1
0,0,2.0729999999999995,0.0,0.0,0.0,1
0,0,2.3656666666666664,0.0,0.0,0.0,1
0,0,2.6586666666666665,0.0,0.0,0.0,1
0,0,2.952,0.0,0.0,0.0,1
0,0,3.2453333333333334,0.0,0.0,0.0,1
0,0,3.539,0.0,0.0,0.0,1
0,0,3.833,0.0,0.0,0.0,1
0,0,3.1270000000000002,0.0,0.0,0.0,1
0,0,3.421666666666667,0.0,0.0,0.0,1
0,0,2.716666666666667,0.0,0.0,0.0,1
0,0,3.0116666666666667,0.0,0.0,0.0,1
0,0,3.3066666666666666,0.0,0.0,0.0,1
0,0,2.6016666666666666,0.0,0.0,0.0,1
2,0.2886688012785054,2.6016666666666666,0.0,0.9222785601820994,0.0,1
0,0,2.8976666666666664,0.0,0.9222785601820994,0.0,1
0,0,2.193666666666666,0.0,0.0,0.0,1
0,0,2.489666666666666,0.0,0.0,0.0,1
0,0,2.7859999999999996,0.0,0.0,0.0,1
0,0,3.0826666666666664,0.0,0.0,0.0,1
0,0,3.38,0.0,0.0,0.0,1
0,0,3.6776666666666666,0.0,0.0,0.0,1
0,0,3.9753333333333334,0.0,0.0,0.0,1
0,0,3.273,0.0,0.0,0.0,1
0,0,3.5713333333333335,0.0,0.0,0.0,1
0,0,3.869666666666667,0.0,0.0,0.0,1
0,0,4.168333333333334,0.0,0.0,0.0,1
0,0,4.467333333333334,0.0,0.0,0.0,1
0,0,3.7666666666666675,0.0,0.0,0.0,1
0,0,4.066666666666667,0.0,0.0,0.0,1
0,0,4.366666666666667,0.0,0.0,0.0,1
0,0,4.667666666666667,0.0,0.0,0.0,1
0,0,4.969,0.0,0.0,0.0,1
0,0,5.270666666666667,0.0,0.0,0.0,1
0,0,4.572666666666667,0.0,0.0,0.0,1
0,0,4.874666666666666,0.0,0.0,0.0,1
0,0,5.177,0.0,0.0,0.0,1
0,0,5.4799999999999995,0.0,0.0,0.0,1
0,0,5.7829999999999995,0.0,0.0,0.0,1
0,0,6.086333333333333,0.0,0.0,0.0,1
0,0,5.389666666666667,0.0,0.0,0.0,1
0,0,5.694,0.0,0.0,0.0,1
0,0,5.999333333333333,0.0,0.0,0.0,1
0,0,6.305,0.0,0.0,0.0,1
0,0,6.611,0.0,0.0,0.0,1
0,0,6.917333333333334,0.0,0.0,0.0,1
0,0,7.2236666666666665,0.0,0.0,0.0,1
0,0,6.530333333333333,0.0,0.0,0.0,1
0,0,6.837,0.0,0.0,0.0,1
0,0,7.144666666666667,0.0,0.0,0.0,1
0,0,6.453333333333333,0.0,0.0,0.0,1
0,0,6.762333333333333,0.0,0.0,0.0,1
0,0,7.0713333333333335,0.0,0.0,0.0,1
0,0,7.3806666666666665,0.0,0.0,0.0,1
2,0.2886688012785054,7.3806666666666665,0.0,0.9639523318776008,0.0,1
0,0,7.691,0.0,0.9639523318776008,0.0,1
0,0,7.001333333333333,0.0,0.0,0.0,1
0,0,7.311999999999999,0.0,0.0,0.0,1
0,0,7.622666666666666,0.0,0.0,0.0,1
