server,bus1,bus2,bus3,bus4,bus5
456,104,115,96,116,113
414,110,131,111,120,114
450,109,129,107,120,85
450,118,124,88,100,120
439,106,109,100,116,130
432,103,115,117,112,121
480,115,113,115,88,89
449,117,105,111,93,125
447,123,104,101,98,127
456,103,114,105,109,113
441,106,109,129,113,102
450,119,98,107,108,118
410,123,114,114,126,113
433,103,112,137,99,116
441,115,107,118,123,96
461,130,111,91,99,108
441,111,106,109,113,120
459,116,109,99,103,114
458,106,104,122,96,114
467,122,105,104,92,110
437,105,116,110,119,113
453,116,104,111,115,101
450,107,97,108,117,121
481,104,106,105,99,105
453,113,98,118,101,117
466,102,114,112,109,97
456,115,78,123,121,107
446,107,109,103,118,117
442,113,103,128,112,102
460,101,101,131,98,109
456,133,108,98,103,102
425,125,110,120,103,117
449,107,120,115,111,98
448,106,122,112,99,113
438,134,98,110,111,109
452,121,108,107,109,103
424,111,126,117,112,110
443,124,115,103,115,100
445,105,98,112,124,116
428,128,115,98,125,106
437,107,132,118,101,105
427,108,116,107,124,118
442,124,94,114,105,121
468,106,107,98,104,117
438,118,116,102,110,116
427,104,122,105,127,115
444,127,121,104,96,108
482,100,109,117,83,109
417,125,112,112,118,116
428,116,109,127,104,116
444,115,100,111,106,124
442,114,112,126,107,99
442,123,119,96,115,105
456,98,101,105,113,127
451,101,116,116,108,108
433,107,110,127,104,119
472,110,116,109,80,113
441,112,105,103,110,129
415,124,118,116,111,116
447,115,121,102,125,90
454,97,107,119,116,107
453,114,116,102,112,103
428,107,105,124,120,116
422,112,100,121,136,109
467,104,109,112,96,112
456,109,109,116,111,99
425,101,114,129,97,134
422,114,124,123,117,100
468,91,106,116,97,122
444,101,112,110,103,130
444,107,112,111,111,115
455,97,118,111,109,110
459,115,111,99,102,114
453,118,84,124,109,112
428,110,128,113,106,115
444,107,99,121,128,101
464,119,125,93,89,110
425,118,115,130,101,111
445,114,108,109,103,121
468,115,105,105,120,87
436,120,96,112,120,116
443,104,112,119,105,117
463,98,116,88,117,118
447,113,112,113,110,105
435,114,111,120,113,107
471,111,101,97,113,107
445,119,106,99,120,111
440,123,102,111,112,112
458,120,103,102,122,95
427,120,108,116,100,129
458,116,118,107,91,110
442,87,117,117,126,111
423,122,111,103,124,117
438,118,129,94,107,114
438,101,118,126,109,108
436,110,111,100,123,120
424,136,126,102,114,98
432,116,103,121,117,111
474,93,110,109,96,118
461,104,101,115,122,97
