delay,delay_avg
22.42040757386714,0.022442850424291432
3.497200287738912,0.003497200287738912
0.4046615669394644,0.0004046615669394644
0.5598182166068026,0.0005598182166068026
3.856359207557213,0.003856359207557213
0.33153499170817513,0.00033153499170817513
0.13827150650856468,0.00013827150650856467
0.01023488473756995,1.023488473756995e-05
0.035498726359346255,3.549872635934626e-05
0.8567671749097412,0.0008567671749097412
0.03940896581609987,3.940896581609987e-05
0.2009600893986776,0.0002009600893986776
0.061550721285460686,6.155072128546069e-05
0.4062890546071507,0.0004062890546071507
0.14431094135876288,0.0001443109413587629
0.5937566006749126,0.0005937566006749127
0.15279082703634872,0.00015279082703634873
0.2264489913108796,0.0002264489913108796
0.020703819378560695,2.0703819378560697e-05
0.0342685120032209,3.42685120032209e-05
0.021432968526130303,2.1432968526130302e-05
0.08149524684525722,8.149524684525723e-05
0.9715375178959,0.0009715375178959001
0.029704147687164006,2.9704147687164007e-05
0.12703837450614675,0.00012703837450614674
0.16976071023359474,0.00016976071023359473
0.7111819920438336,0.0007111819920438335
0.43980311434150243,0.0004398031143415024
0.2168870484777683,0.0002168870484777683
0.44239297625223917,0.00044239297625223915
0.02090522904100167,2.090522904100167e-05
0.23147448603842125,0.00023147448603842125
0.03494386466654653,3.4943864666546534e-05
0.0010746738403468736,1.0746738403468736e-06
0.1938483964490736,0.0001938483964490736
0.2762053173128365,0.0002762053173128365
0.24543648163429443,0.00024543648163429443
0.018598991490812677,1.8598991490812677e-05
0.490105406338889,0.000490105406338889
0.31523829698900796,0.00031523829698900795
0.190212262642951,0.000190212262642951
0.8339072467411284,0.0008339072467411283
0.5087105378817258,0.0005087105378817258
0.05012043770844654,5.012043770844654e-05
0.05613755064020909,5.613755064020909e-05
1.0270387698761232,0.0010270387698761232
0.4534276126452057,0.0004534276126452057
0.021506655394339713,2.1506655394339714e-05
1.3715567939717834,0.0013715567939717834
1.4843902788648982,0.0014843902788648981
0.3333782520429678,0.0003333782520429678
0.005747847920776872,5.747847920776872e-06
0.4483988295986274,0.00044839882959862745
0.3697504746179223,0.00036975047461792234
0.022604824260624934,2.2604824260624933e-05
0.3183237566205117,0.0003183237566205117
0.04158426897048462,4.158426897048462e-05
0.09575036715410712,9.575036715410712e-05
0.43222154733296847,0.0004322215473329685
0.32203747575314323,0.0003220374757531432
0.2506802921756599,0.0002506802921756599
0.029349494209727656,2.9349494209727656e-05
0.44659981293512896,0.00044659981293512893
0.5638772164028636,0.0005638772164028636
0.11557707799073969,0.00011557707799073969
0.007823348701823107,7.823348701823107e-06
0.4138757338619228,0.0004138757338619228
0.357734139654192,0.000357734139654192
0.09658741812337657,9.658741812337657e-05
0.4283206306418146,0.0004283206306418146
0.349366180396395,0.000349366180396395
0.4388754032458704,0.00043887540324587037
0.28985611722270654,0.00028985611722270654
0.03732874809506348,3.732874809506348e-05
0.30817809527812123,0.0003081780952781212
0.2041533509551985,0.0002041533509551985
0.23829500774943968,0.00023829500774943967
0.2183874093288638,0.0002183874093288638
0.1912240001257728,0.00019122400012577278
0.558052376217046,0.000558052376217046
0.007827756646939354,7.827756646939355e-06
0.0047814218987760615,4.781421898776062e-06
0.05376704138680255,5.376704138680255e-05
0.12680976458721172,0.0001268097645872117
0.029064572213969297,2.9064572213969297e-05
0.04309584939072564,4.3095849390725635e-05
0.2133571389083031,0.0002133571389083031
0.06392725964853052,6.392725964853053e-05
0.0302904629213534,3.02904629213534e-05
0.10863626148946803,0.00010863626148946804
0.06062460234901401,6.062460234901401e-05
0.054562444277758804,5.4562444277758805e-05
0.12398826146725939,0.0001239882614672594
0.04380544493488325,4.3805444934883253e-05
0.17037634197436313,0.00017037634197436313
0.05579547445039257,5.5795474450392565e-05
0.02165798313390699,2.165798313390699e-05
0.021793447091041696,2.1793447091041695e-05
0.026763794632265192,2.6763794632265192e-05
0.0006431925910099778,6.431925910099778e-07
