drop
0.8638638638638638
0.693
0.231
0.158
0.136
0.087
0.072
0.044
0.039
0.028
0.026
0.015
0.007
0.011
0.003
0.009
0.009
0.015
0.006
0.023
0.029
0.024
0.017
0.016
0.013
0.012
0.014
0.019
0.008
0.021
0.018
0.024
0.016
0.021
0.012
0.015
0.026
0.023
0.022
0.023
0.016
0.024
0.024
0.047
0.023
0.027
0.018
0.023
0.02
0.023
0.044
0.031
0.025
0.044
0.027
0.022
0.025
0.028
0.019
0.025
0.03
0.034
0.03
0.029
0.024
0.036
0.031
0.036
0.021
0.025
0.044
0.032
0.033
0.039
0.035
0.016
0.023
0.023
0.027
0.038
0.019
0.014
0.017
0.013
0.011
0.013
0.024
0.024
0.017
0.016
0.009
0.015
0.007
0.015
0.008
0.013
0.016
0.015
0.008
0.018
