drop
0.8708708708708709
0.67
0.282
0.148
0.109
0.041
0.051
0.06
0.074
0.026
0.031
0.142
0.03
0.02
0.027
0.034
0.028
0.038
0.027
0.042
0.03
0.039
0.019
0.018
0.028
0.038
0.025
0.031
0.023
0.042
0.023
0.015
0.026
0.02
0.022
0.011
0.03
0.031
0.017
0.026
0.011
0.017
0.036
0.066
0.032
0.029
0.014
0.029
0.029
0.028
0.033
0.03
0.036
0.066
0.017
0.033
0.026
0.023
0.025
0.028
0.02
0.036
0.042
0.044
0.043
0.051
0.05
0.033
0.044
0.029
0.033
0.027
0.034
0.03
0.033
0.027
0.031
0.034
0.043
0.046
0.008
0.007
0.016
0.009
0.006
0.007
0.014
0.01
0.016
0.007
0.006
0.004
0.0
0.011
0.0
0.007
0.002
0.007
0.006
0.015
