server,bus1,bus2,bus3,bus4,bus5
480,116,171,42,129,62
532,101,93,93,65,116
500,93,137,155,17,98
433,120,114,166,34,133
448,101,113,175,31,132
466,114,102,156,30,132
448,125,113,135,70,109
457,112,134,132,63,102
474,101,126,138,58,103
499,99,133,134,50,85
529,106,130,116,45,74
523,96,133,114,62,72
533,90,142,116,61,58
534,91,144,110,72,49
522,89,133,138,60,58
520,95,139,140,56,50
499,108,141,118,65,69
479,109,147,91,57,117
488,99,140,109,51,113
485,87,151,115,54,108
498,75,162,104,62,99
492,74,170,116,58,90
471,91,159,125,55,99
478,87,136,134,68,97
475,70,162,115,72,106
470,81,150,108,83,108
487,87,149,103,83,91
468,79,162,107,92,92
475,66,174,106,87,92
475,67,162,123,81,92
410,170,155,161,54,50
507,64,146,120,75,88
529,84,104,101,95,87
513,47,153,79,115,93
524,62,140,84,87,103
495,69,158,87,80,111
463,79,181,90,85,102
496,82,187,65,78,92
498,75,167,75,74,111
489,72,130,101,81,127
464,73,122,96,121,124
441,119,117,77,113,133
446,108,146,74,110,116
428,97,197,69,79,130
454,96,187,67,67,129
429,94,191,89,60,137
450,78,188,99,73,112
437,84,199,89,78,113
434,67,192,80,101,126
412,84,183,57,126,138
417,82,170,58,124,149
423,75,187,48,122,145
435,96,188,41,94,146
449,97,154,56,95,149
452,84,162,75,100,127
425,73,169,76,127,130
414,90,164,97,110,125
426,83,168,97,100,126
448,78,152,102,97,123
423,89,157,87,105,139
455,77,159,80,96,133
453,83,154,90,91,129
417,75,154,99,121,134
433,78,158,80,105,146
450,73,148,61,129,139
437,74,166,80,114,129
460,66,145,91,112,126
483,71,154,74,90,128
496,79,146,69,95,115
468,71,160,82,88,131
461,75,171,94,79,120
479,59,177,90,90,105
443,70,184,77,108,118
448,86,189,80,80,117
437,71,182,105,84,121
451,112,168,69,89,111
439,106,173,78,94,110
434,112,169,73,108,104
415,122,146,100,93,124
420,96,182,105,97,100
454,87,184,103,90,82
452,82,178,115,65,108
449,81,183,92,84,111
419,99,190,92,100,100
445,86,181,98,82,108
445,88,188,87,84,108
408,70,174,117,95,136
127,55,137,299,138,244
108,66,280,290,116,140
283,84,141,121,121,250
488,15,109,107,22,259
466,14,50,154,15,301
489,38,69,151,37,216
528,26,156,141,38,111
498,17,179,149,109,48
412,9,119,336,57,67
474,35,64,264,66,97
418,87,124,143,59,169
388,62,77,179,122,172
514,31,100,128,50,177
