drop
0.8998998998998999
0.484
0.274
0.305
0.24
0.199
0.221
0.195
0.258
0.21
0.352
0.348
0.329
0.187
0.196
0.25
0.211
0.264
0.225
0.239
0.668
0.551
0.402
0.34
0.244
0.412
0.476
0.448
0.18
0.153
0.164
0.159
0.178
0.149
0.185
0.19
0.141
0.136
0.17
0.142
0.11
0.154
0.275
0.277
0.158
0.201
0.143
0.203
0.172
0.214
0.233
0.211
0.184
0.206
0.175
0.201
0.186
0.167
0.194
0.189
0.148
0.136
0.204
0.236
0.212
0.171
0.221
0.183
0.209
0.145
0.17
0.18
0.174
0.158
0.179
0.15
0.104
0.227
0.223
0.266
0.171
0.182
0.147
0.201
0.142
0.166
0.177
0.192
0.193
0.212
0.207
0.181
0.156
0.155
0.193
0.208
0.174
0.186
0.192
0.185
