server,bus1,bus2,bus3,bus4,bus5
0,204,191,205,185,215
0,206,205,193,199,197
0,212,187,204,212,185
0,185,217,193,193,212
0,190,191,204,223,192
0,180,207,208,195,210
0,213,182,198,227,180
0,217,191,184,203,205
0,203,175,206,216,200
0,196,189,222,187,206
0,207,193,210,192,198
0,187,214,190,203,206
0,197,201,184,222,196
0,192,205,199,203,201
0,188,225,197,204,186
0,195,193,208,206,198
0,188,203,188,211,210
0,196,211,198,179,216
0,194,185,232,193,196
0,213,199,190,202,196
0,202,179,192,211,216
0,207,225,209,174,185
0,200,196,200,202,202
0,200,182,203,209,206
0,223,185,200,199,193
0,190,205,212,179,214
0,195,200,215,201,189
0,183,185,189,209,234
0,198,211,204,177,210
0,219,184,189,192,216
0,196,194,208,188,214
0,195,211,186,187,221
0,195,200,210,207,188
0,219,196,186,205,194
0,192,215,178,197,218
0,199,183,207,211,200
0,206,200,205,196,193
0,186,191,211,222,190
0,194,194,203,210,199
0,186,205,193,220,196
0,189,203,181,198,229
0,172,199,202,218,209
0,220,190,201,192,197
0,184,203,199,225,189
0,180,196,220,227,177
0,202,213,195,194,196
0,190,208,194,207,201
0,188,200,210,201,201
0,224,196,192,180,208
0,192,198,188,221,201
0,230,196,185,181,208
0,199,186,223,199,193
0,188,191,214,218,189
0,202,196,209,203,190
0,184,200,205,201,210
0,206,186,188,199,221
0,199,209,193,213,186
0,219,175,210,200,196
0,205,178,204,217,196
0,205,191,177,206,221
0,201,188,210,205,196
0,194,210,192,194,210
0,198,189,208,196,209
0,201,216,182,186,215
0,216,188,207,204,185
0,207,206,210,180,197
0,189,191,217,209,194
0,191,198,178,226,207
0,209,202,183,201,205
0,204,208,201,188,199
0,200,200,193,188,219
0,191,204,216,195,194
0,199,185,196,208,212
0,216,209,188,202,185
0,215,196,193,191,205
0,208,203,196,199,194
0,200,199,187,193,221
0,187,224,202,191,196
0,207,184,194,199,216
0,181,199,220,208,192
0,194,202,201,208,195
0,202,189,192,222,195
0,215,209,190,212,174
0,217,197,202,187,197
0,211,190,213,185,201
0,196,180,226,206,192
0,202,209,209,182,198
0,214,187,200,193,206
0,173,193,195,219,220
0,204,185,219,201,191
0,214,209,229,161,187
0,212,209,186,200,193
0,197,202,205,204,192
0,200,203,210,195,192
0,201,203,192,200,204
0,213,173,206,206,202
0,228,189,214,184,185
0,210,217,196,179,198
0,202,209,193,219,177
0,195,231,191,174,209
