server,bus1,bus2,bus3,bus4,bus5
503,87,149,131,66,64
439,92,123,123,115,108
370,121,126,112,142,129
379,120,128,110,127,136
387,132,126,105,121,129
381,122,135,109,126,127
414,120,132,145,100,89
425,125,127,115,88,120
440,111,141,101,97,110
480,107,114,104,87,108
509,95,104,80,109,103
491,123,111,59,98,118
497,99,105,64,117,118
537,77,95,86,121,84
542,92,104,62,109,91
526,88,134,72,117,63
499,106,150,82,82,81
476,107,107,89,133,88
482,101,105,72,147,93
514,101,82,86,136,81
511,99,105,87,119,79
489,87,123,81,116,104
483,91,108,94,122,102
463,83,104,99,133,118
468,71,100,99,132,130
451,126,128,56,128,111
149,324,61,149,89,228
306,135,192,58,186,123
410,51,159,124,118,138
503,47,119,83,113,135
417,76,160,105,118,124
473,52,136,122,115,102
519,64,128,106,111,72
453,69,122,121,123,112
510,52,139,91,127,81
447,67,141,112,128,105
480,83,117,87,123,110
502,66,125,86,128,93
507,57,122,92,124,98
517,55,165,84,110,69
513,36,151,83,128,89
459,80,119,97,136,109
466,94,118,89,127,106
519,98,141,56,105,81
537,105,127,42,100,89
523,75,141,63,109,89
497,88,118,71,126,100
478,88,121,111,130,72
492,95,116,100,127,70
475,94,116,118,132,65
489,86,117,114,132,62
503,81,131,110,122,53
547,100,104,100,114,35
526,90,113,91,102,78
493,108,109,102,121,67
446,100,134,87,127,106
436,83,124,115,143,99
438,97,115,113,132,105
426,105,112,115,125,117
485,97,113,78,118,109
514,71,116,86,99,114
501,93,87,104,95,120
405,115,100,95,144,141
439,96,123,88,124,130
418,108,105,94,138,137
421,77,97,117,142,146
429,70,108,114,144,135
480,39,110,104,144,123
439,53,145,105,135,123
416,71,113,119,149,132
411,107,114,97,148,123
411,113,126,101,130,119
421,110,122,82,134,131
384,111,143,81,138,143
436,97,123,91,121,132
386,99,137,90,148,140
373,110,162,75,142,138
393,101,168,70,124,144
389,111,177,76,109,138
471,56,166,112,111,84
558,48,176,83,74,61
552,54,183,70,84,57
555,53,174,78,73,67
549,58,170,89,74,60
557,52,174,89,74,54
556,54,177,85,74,54
554,47,175,89,79,56
551,48,180,96,74,51
551,49,177,97,79,47
544,48,181,93,80,54
555,53,173,83,81,55
560,48,180,79,85,48
550,52,180,89,73,56
543,55,173,95,78,56
543,46,185,93,76,57
537,55,173,85,89,61
545,42,178,84,94,57
554,40,177,84,87,58
550,52,179,76,84,59
542,55,172,85,89,57
