drop
0.7157157157157157
0.07
0.043
0.026
0.019
0.013
0.024
0.018
0.011
0.012
0.016
0.018
0.022
0.012
0.011
0.011
0.021
0.016
0.006
0.012
0.012
0.015
0.025
0.008
0.01
0.011
0.01
0.011
0.016
0.022
0.017
0.009
0.011
0.007
0.011
0.015
0.017
0.012
0.012
0.013
0.014
0.006
0.022
0.03
0.011
0.024
0.02
0.019
0.013
0.021
0.016
0.019
0.026
0.031
0.01
0.033
0.016
0.012
0.016
0.017
0.018
0.011
0.028
0.019
0.013
0.014
0.019
0.026
0.014
0.015
0.02
0.017
0.014
0.012
0.018
0.01
0.012
0.019
0.012
0.016
0.012
0.005
0.008
0.005
0.002
0.0
0.0
0.0
0.001
0.003
0.004
0.002
0.0
0.004
0.001
0.008
0.005
0.004
0.002
0.005
