server,bus1,bus2,bus3,bus4,bus5
380,99,120,162,108,131
403,145,149,82,65,156
541,101,62,92,56,148
519,106,100,92,32,151
507,131,111,54,57,140
493,150,75,38,110,134
518,136,115,58,31,142
493,123,99,104,46,135
415,112,161,138,36,138
411,119,181,131,18,140
375,122,160,140,54,149
378,134,127,138,73,150
396,134,169,126,31,144
379,132,167,125,58,139
382,131,167,126,50,144
375,126,132,133,85,149
373,127,93,140,112,155
412,120,42,138,142,146
415,121,28,145,149,142
413,128,71,129,118,141
402,118,144,126,77,133
383,119,129,135,100,134
373,126,122,144,102,133
364,126,107,140,131,132
356,113,114,137,152,128
400,101,118,131,135,115
405,95,138,111,127,124
381,114,141,109,124,131
356,128,141,111,132,132
354,133,133,129,127,124
365,132,131,126,122,124
364,127,119,123,124,143
334,136,122,118,135,155
365,122,172,109,100,132
339,134,168,107,117,135
354,129,179,109,102,127
334,123,157,117,124,145
306,133,165,121,132,143
320,136,153,117,135,139
295,149,156,126,135,139
334,140,150,108,132,136
331,142,158,105,127,137
316,136,160,128,125,135
314,138,171,124,125,128
311,152,171,109,127,130
315,158,180,107,116,124
285,158,171,118,137,131
283,156,174,117,138,132
283,153,176,120,136,132
263,158,177,124,143,135
249,163,191,122,137,138
244,165,183,132,137,139
214,166,191,139,149,141
243,162,188,141,140,126
264,152,195,126,126,137
283,153,191,124,114,135
271,148,198,124,121,138
284,140,205,109,116,146
296,155,204,92,110,143
287,159,188,95,125,146
275,144,197,115,131,138
254,151,204,111,134,146
279,153,197,111,121,139
266,149,207,112,131,135
262,142,203,114,129,150
244,126,210,134,131,155
249,117,215,118,136,165
256,117,215,117,130,165
268,120,207,117,132,156
273,113,206,111,146,151
252,137,201,117,136,157
236,138,214,117,145,150
238,146,211,122,147,136
224,154,205,129,147,141
236,159,207,123,145,130
231,154,209,128,143,135
216,154,209,122,147,152
221,154,204,123,144,154
219,158,201,131,138,153
256,164,207,95,141,137
271,152,212,84,151,130
259,149,209,88,161,134
264,156,208,92,152,128
254,152,205,106,153,130
227,157,206,114,164,132
228,156,203,114,170,129
214,164,201,117,161,143
225,158,205,122,162,128
228,155,204,122,160,131
215,154,202,129,160,140
213,158,198,123,168,140
213,163,205,120,163,136
220,159,203,121,162,135
233,152,197,129,159,130
217,155,200,127,161,140
232,155,195,125,156,137
223,156,199,125,162,135
229,152,190,127,164,138
252,132,202,119,161,134
248,149,202,110,154,137
