drop
0.9109109109109109
0.787
0.393
0.336
0.289
0.195
0.214
0.196
0.253
0.194
0.332
0.425
0.368
0.181
0.207
0.294
0.217
0.229
0.202
0.235
0.309
0.155
0.298
0.206
0.184
0.19
0.209
0.183
0.131
0.106
0.149
0.154
0.179
0.14
0.231
0.161
0.137
0.121
0.173
0.158
0.101
0.156
0.208
0.176
0.124
0.132
0.15
0.177
0.15
0.181
0.165
0.221
0.236
0.45
0.3
0.204
0.183
0.124
0.151
0.151
0.132
0.142
0.179
0.306
0.233
0.154
0.219
0.158
0.186
0.187
0.217
0.184
0.208
0.192
0.186
0.128
0.143
0.154
0.19
0.23
0.14
0.16
0.142
0.15
0.124
0.122
0.215
0.18
0.191
0.195
0.183
0.175
0.132
0.166
0.146
0.195
0.164
0.2
0.175
0.19
