server,bus1,bus2,bus3,bus4,bus5
80,168,248,247,78,179
154,74,147,163,280,182
282,205,196,158,104,55
513,15,63,205,154,50
164,12,334,132,115,243
428,44,108,14,8,398
47,64,277,95,146,371
37,444,105,149,29,236
435,146,121,56,219,23
379,120,146,104,196,55
340,34,101,126,179,220
321,109,244,93,109,124
489,88,89,133,164,37
228,209,300,82,11,170
454,161,134,163,31,57
272,184,158,174,195,17
323,153,178,203,123,20
421,142,129,200,88,20
380,65,51,56,224,224
241,315,20,14,116,294
449,67,195,168,20,101
393,57,216,218,74,42
459,157,183,62,66,73
333,119,24,248,86,190
411,158,24,33,250,124
287,142,107,195,121,148
305,125,235,109,23,203
522,53,178,62,51,134
430,96,143,89,107,135
377,96,193,71,121,142
496,209,43,18,69,165
479,86,175,68,49,143
446,37,146,130,65,176
447,30,201,72,69,181
401,96,146,126,65,166
346,130,126,121,118,159
437,124,124,134,23,158
494,103,167,34,20,182
365,74,182,84,134,161
478,25,189,100,72,136
351,59,187,139,160,104
362,102,149,136,79,172
369,139,143,152,84,113
446,34,214,85,124,97
443,92,148,70,118,129
512,118,191,42,125,12
463,158,165,104,92,18
420,100,164,104,109,103
484,61,184,125,131,15
491,80,171,71,155,32
459,47,204,111,150,29
452,145,178,113,78,34
118,193,242,14,140,293
120,231,323,33,23,270
176,199,148,62,118,297
23,54,109,330,420,64
13,19,187,379,379,23
19,250,226,61,341,103
457,59,221,27,46,190
452,57,200,18,16,257
350,142,245,29,20,214
428,88,138,307,13,26
443,127,85,240,74,31
441,109,154,99,109,88
265,458,125,30,85,37
9,441,22,11,14,503
14,97,335,53,290,211
20,15,86,303,233,343
188,80,133,460,51,88
361,18,130,455,17,19
494,112,312,51,11,20
236,13,465,133,123,30
146,76,228,94,254,202
347,314,35,9,153,142
23,159,85,279,265,189
266,238,244,41,60,151
502,145,157,21,137,38
18,539,7,116,210,110
34,18,114,156,140,538
321,35,315,79,112,138
222,18,274,178,202,106
220,19,336,187,205,33
320,172,339,122,29,18
207,157,106,231,136,163
441,92,17,144,184,122
135,99,13,507,208,38
302,194,12,69,132,291
327,147,89,28,172,237
413,176,345,15,27,24
335,119,190,123,216,17
394,111,140,107,80,168
97,195,275,196,117,120
172,117,184,167,256,104
433,260,129,57,31,90
179,538,15,63,15,190
17,51,231,165,240,296
383,10,174,216,186,31
515,17,171,159,46,92
359,20,169,177,94,181
460,174,118,69,93,86
