drop
0.8988988988988988
0.443
0.083
0.073
0.045
0.045
0.042
0.047
0.029
0.025
0.026
0.249
0.223
0.066
0.038
0.038
0.046
0.053
0.038
0.028
0.045
0.028
0.015
0.022
0.025
0.033
0.045
0.037
0.028
0.085
0.064
0.063
0.033
0.059
0.044
0.034
0.026
0.027
0.034
0.035
0.019
0.037
0.057
0.065
0.023
0.034
0.03
0.035
0.022
0.04
0.036
0.039
0.03
0.091
0.026
0.029
0.04
0.028
0.045
0.043
0.028
0.019
0.061
0.039
0.018
0.046
0.039
0.035
0.025
0.044
0.036
0.039
0.045
0.03
0.031
0.012
0.012
0.024
0.037
0.043
0.022
0.027
0.048
0.033
0.018
0.023
0.05
0.031
0.071
0.059
0.057
0.025
0.03
0.036
0.018
0.034
0.037
0.049
0.045
0.049
