server,bus1,bus2,bus3,bus4,bus5
355,144,136,127,142,96
493,20,86,160,135,106
445,36,163,160,91,105
458,76,165,136,76,89
473,100,164,118,71,74
460,101,164,127,82,66
478,94,178,91,102,57
490,69,151,116,95,79
486,85,130,120,92,87
491,111,125,123,62,88
511,108,115,104,54,108
496,119,100,120,71,94
458,95,143,85,96,123
528,25,180,90,75,102
519,40,146,109,67,119
547,69,124,94,65,101
537,90,117,81,65,110
445,116,123,88,92,136
477,120,147,68,72,116
468,116,167,65,73,111
493,110,144,75,85,93
465,112,155,99,88,81
506,103,125,81,81,104
504,100,123,72,107,94
492,95,125,72,113,103
441,110,154,88,109,98
457,117,150,96,111,69
480,110,150,111,92,57
503,93,125,138,60,81
510,87,116,139,67,81
521,91,111,115,74,88
509,127,151,50,61,102
505,106,167,58,71,93
470,103,168,55,92,112
497,108,157,48,79,111
502,78,127,99,83,111
496,105,144,84,68,103
495,110,138,86,76,95
505,85,147,86,90,87
505,76,155,91,83,90
494,86,144,76,73,127
513,93,138,72,69,115
507,94,135,75,78,111
488,105,134,90,83,100
530,95,120,87,85,83
510,106,124,71,98,91
491,99,136,58,111,105
500,85,141,65,106,103
498,86,138,84,108,86
470,81,134,107,109,99
474,80,132,133,77,104
504,68,110,111,92,115
488,81,132,94,92,113
478,104,139,81,107,91
447,107,156,89,107,94
418,111,164,100,116,91
414,96,138,112,123,117
487,107,123,99,71,113
505,91,111,102,69,122
505,107,128,77,77,106
485,104,153,78,90,90
491,99,125,85,95,105
455,90,123,101,125,106
447,97,139,96,119,102
450,80,142,104,125,99
447,89,147,98,105,114
440,88,171,94,123,84
419,89,179,98,96,119
380,106,193,99,109,113
380,103,183,92,119,123
401,86,165,126,120,102
434,78,170,104,113,101
410,97,183,118,104,88
431,82,186,130,69,102
468,91,177,94,88,82
400,101,180,132,90,97
417,75,162,133,98,115
368,105,176,117,106,128
370,85,179,137,97,132
453,106,159,84,95,103
485,88,156,75,102,94
448,97,167,83,108,97
419,122,177,79,104,99
429,104,166,89,113,99
391,113,184,91,114,107
414,123,172,86,104,101
374,128,186,98,108,106
378,135,187,83,107,110
396,125,186,80,106,107
426,116,151,78,119,110
436,98,152,85,124,105
477,104,116,90,135,78
467,104,121,109,111,88
479,100,125,103,102,91
441,123,165,64,123,84
442,104,149,97,118,90
432,100,159,104,117,88
411,105,178,109,115,82
466,101,141,114,105,73
456,89,156,97,114,88
