drop
0.7227227227227228
0.202
0.144
0.08
0.104
0.051
0.058
0.039
0.049
0.067
0.065
0.057
0.024
0.041
0.016
0.029
0.039
0.032
0.007
0.017
0.024
0.028
0.007
0.022
0.016
0.031
0.033
0.029
0.018
0.053
0.027
0.024
0.023
0.04
0.022
0.018
0.039
0.02
0.026
0.032
0.023
0.03
0.045
0.057
0.038
0.021
0.023
0.039
0.028
0.041
0.038
0.049
0.037
0.059
0.025
0.032
0.034
0.026
0.025
0.03
0.018
0.038
0.042
0.033
0.025
0.045
0.042
0.051
0.028
0.024
0.02
0.035
0.033
0.031
0.038
0.015
0.027
0.023
0.028
0.028
0.015
0.016
0.026
0.023
0.017
0.017
0.045
0.038
0.039
0.017
0.013
0.012
0.005
0.022
0.007
0.014
0.005
0.01
0.003
0.023
