server,bus1,bus2,bus3,bus4,bus5
384,120,142,88,112,154
493,26,164,48,125,144
543,115,156,56,17,113
402,156,185,137,21,99
484,133,119,101,14,149
462,142,135,78,19,164
437,90,149,86,86,152
489,86,117,52,112,144
465,112,145,83,44,151
453,116,175,69,32,155
455,69,178,79,62,157
438,85,169,69,89,150
453,56,157,62,123,149
430,62,168,72,131,137
408,105,156,61,127,143
415,122,152,55,110,146
396,116,165,74,93,156
398,113,177,59,107,146
400,145,183,49,82,141
413,134,159,47,94,153
398,129,161,76,99,137
379,132,150,88,108,143
351,135,151,109,117,137
355,131,152,128,103,131
357,127,154,126,119,117
351,128,156,118,120,127
392,132,167,92,84,133
405,131,166,84,87,127
390,138,162,98,90,122
345,143,161,113,119,119
340,138,153,116,136,117
342,130,142,127,151,108
335,129,116,138,155,127
345,132,130,119,145,129
334,131,141,121,144,129
338,130,157,104,138,133
327,130,164,92,147,140
317,118,155,105,160,145
304,131,146,124,154,141
307,111,136,144,156,146
301,112,150,136,163,138
307,119,160,126,147,141
332,120,168,124,119,137
366,124,172,106,99,133
333,125,188,111,113,130
287,127,186,124,132,144
279,125,180,126,142,148
279,123,181,135,136,146
291,120,176,132,136,145
262,127,180,129,150,152
241,143,177,128,153,158
218,141,180,139,158,164
212,141,176,152,156,163
245,132,173,141,146,163
266,130,173,140,135,156
274,129,177,128,135,157
250,135,159,142,153,161
246,137,159,145,154,159
249,139,165,146,147,154
266,139,157,138,148,152
236,136,171,149,154,154
260,138,161,142,146,153
263,135,161,145,141,155
259,135,164,147,139,156
236,138,169,156,139,162
220,135,154,166,156,169
242,124,175,153,146,160
249,122,173,165,135,156
232,127,185,164,144,148
247,114,188,153,139,159
238,117,178,156,147,164
241,128,182,155,135,159
231,135,176,155,139,164
218,141,171,159,144,167
240,133,156,159,149,163
235,129,170,161,139,166
225,137,170,155,146,167
217,125,172,164,162,160
236,115,181,160,149,159
275,118,179,149,117,162
300,128,179,148,85,160
309,132,170,140,88,161
306,130,173,145,82,164
265,133,170,161,108,163
259,131,170,159,111,170
260,131,169,160,111,169
242,123,181,169,118,167
245,131,170,171,116,167
244,139,163,165,120,169
230,132,157,174,144,163
237,126,169,166,137,165
225,124,172,174,137,168
227,131,174,167,132,169
242,130,173,161,130,164
221,127,177,167,143,165
227,121,173,172,146,161
228,121,171,171,147,162
218,109,169,178,160,166
258,109,181,151,141,160
256,125,176,155,125,163
