server,bus1,bus2,bus3,bus4,bus5
44,152,328,227,121,128
10,272,257,123,260,78
193,10,315,193,154,135
93,185,77,205,211,229
359,198,39,122,152,130
402,107,192,99,33,167
478,113,174,98,57,80
411,129,121,102,51,186
304,17,209,169,121,180
286,16,229,166,117,186
318,49,197,160,98,178
258,128,220,141,66,187
372,144,183,50,89,162
331,109,199,102,102,157
341,29,195,145,128,162
288,13,224,163,139,173
358,16,160,165,124,177
238,136,180,147,124,175
305,88,209,121,135,142
302,19,214,155,133,177
270,26,205,163,159,177
114,165,209,168,179,165
132,157,217,172,161,161
204,133,206,137,153,167
179,148,202,138,158,175
188,154,210,137,144,167
195,164,210,138,129,164
214,157,210,135,122,162
197,155,206,139,136,167
167,155,200,145,158,175
161,144,206,153,160,176
187,125,199,149,162,178
185,120,201,156,153,185
176,137,207,165,152,163
187,128,212,157,147,169
184,137,214,163,140,162
168,146,214,165,138,169
156,134,215,162,155,178
177,130,206,158,155,174
183,129,208,153,154,173
159,136,214,159,157,175
190,118,206,161,151,174
198,131,198,161,151,161
206,141,209,138,148,158
201,139,207,143,145,165
173,141,203,151,157,175
165,144,212,153,157,169
158,141,213,154,165,169
161,142,213,151,163,170
175,139,203,158,155,170
175,146,202,155,155,167
167,142,201,154,160,176
157,153,195,156,164,175
175,156,183,154,161,171
159,162,200,151,158,170
162,156,201,150,166,165
155,153,203,146,167,176
168,163,191,147,164,167
163,159,192,149,169,168
162,165,203,145,160,165
154,165,199,142,167,173
156,167,187,149,171,170
190,159,185,138,162,166
186,160,177,146,165,166
162,161,193,149,164,171
148,155,189,157,174,177
193,142,177,142,169,177
159,157,188,160,168,168
177,153,183,146,170,171
187,149,178,145,174,167
172,163,182,146,167,170
184,166,180,156,144,170
167,171,178,152,161,171
169,171,166,154,169,171
161,164,175,156,174,170
155,173,163,160,173,176
155,168,171,154,177,175
167,166,176,152,170,169
171,172,164,160,164,169
179,176,182,152,158,153
159,171,203,143,170,154
171,171,195,140,167,156
167,175,189,147,166,156
169,172,192,139,170,158
170,172,184,137,172,165
161,174,190,149,171,155
179,177,192,132,172,148
172,174,185,142,169,158
171,176,187,134,169,163
164,166,182,144,173,171
178,163,181,139,168,171
160,171,179,151,169,170
162,175,181,151,166,165
163,172,176,156,169,164
161,170,175,160,168,166
180,178,162,149,165,166
167,169,165,161,169,169
165,167,160,160,177,171
183,167,166,148,167,169
191,167,170,144,166,162
