drop
0.8498498498498499
0.522
0.241
0.159
0.132
0.147
0.173
0.102
0.134
0.085
0.145
0.206
0.065
0.046
0.055
0.08
0.116
0.096
0.035
0.071
0.04
0.04
0.019
0.033
0.021
0.05
0.06
0.029
0.02
0.068
0.033
0.01
0.014
0.019
0.017
0.009
0.015
0.019
0.013
0.01
0.005
0.019
0.032
0.049
0.008
0.021
0.008
0.019
0.017
0.018
0.03
0.029
0.031
0.068
0.012
0.022
0.019
0.021
0.032
0.032
0.016
0.017
0.044
0.045
0.054
0.065
0.047
0.028
0.025
0.019
0.04
0.03
0.036
0.048
0.042
0.028
0.03
0.029
0.026
0.046
0.019
0.007
0.027
0.019
0.008
0.011
0.032
0.019
0.025
0.032
0.01
0.004
0.002
0.016
0.004
0.012
0.012
0.017
0.005
0.021
