server,bus1,bus2,bus3,bus4,bus5
430,111,70,207,64,118
505,64,190,69,157,15
537,71,168,78,104,42
522,98,138,95,37,110
517,126,172,84,35,66
526,120,140,72,48,94
524,100,175,71,112,18
516,88,173,76,121,26
504,102,171,98,97,28
504,109,182,102,88,15
493,126,130,107,66,78
484,83,113,129,137,54
489,116,176,115,81,23
483,115,158,111,99,34
480,131,174,115,81,19
493,160,181,101,44,21
517,77,112,126,76,92
495,63,130,144,109,59
484,82,173,131,49,81
458,101,167,127,63,84
489,123,168,92,96,32
469,131,155,90,112,43
457,122,138,117,113,53
447,139,173,133,74,34
442,127,177,132,81,41
448,119,147,125,94,67
411,152,179,112,103,43
434,150,163,100,112,41
413,148,179,113,113,34
400,138,157,124,124,57
402,130,181,135,120,32
404,108,163,143,143,39
437,103,128,150,126,56
425,106,151,141,132,45
442,101,125,145,127,60
439,128,138,129,106,60
422,135,150,119,121,53
418,127,152,121,132,50
424,124,143,129,138,42
425,111,135,134,142,53
443,138,96,133,126,64
405,149,111,131,130,74
420,151,112,113,115,89
452,143,131,107,98,69
453,142,139,115,82,69
426,140,152,125,69,88
441,137,121,132,78,91
426,140,92,130,101,111
421,141,87,131,127,93
400,144,98,133,132,93
387,144,88,128,143,110
400,146,62,130,145,117
416,147,63,128,148,98
420,145,86,130,130,89
408,129,118,122,141,82
388,137,119,127,141,88
366,129,122,132,157,94
371,138,114,129,157,91
369,157,93,135,152,94
384,156,87,139,137,97
416,150,81,138,138,77
369,164,106,141,131,89
324,147,127,143,145,114
351,148,109,131,149,112
288,144,124,148,158,138
310,140,89,166,177,118
317,114,99,165,167,138
358,128,92,157,165,100
367,122,97,157,145,112
365,121,114,151,142,107
333,131,117,164,149,106
325,136,133,154,151,101
334,150,117,153,146,100
322,148,119,165,151,95
321,150,116,152,164,97
294,145,122,169,165,105
295,143,125,164,158,115
307,141,132,151,155,114
290,137,135,162,154,122
340,159,114,155,144,88
370,164,76,143,144,103
388,153,59,143,148,109
374,161,70,146,148,101
339,158,84,152,154,113
327,160,80,153,158,122
338,159,84,151,156,112
291,167,86,175,165,116
297,165,81,170,164,123
322,165,81,158,157,117
263,153,103,176,168,137
298,145,98,161,160,138
285,159,92,167,165,132
319,155,88,158,160,120
316,154,94,156,161,119
310,152,92,164,158,124
286,147,100,169,166,132
279,142,107,168,163,141
260,131,115,174,170,150
338,125,117,143,141,136
327,150,88,153,154,128
