server,bus1,bus2,bus3,bus4,bus5
475,87,137,94,134,73
364,102,124,172,132,106
398,114,124,166,109,89
385,129,129,137,112,108
340,138,134,138,128,122
371,135,114,135,137,108
473,105,107,135,125,55
464,97,125,132,101,81
426,100,110,126,119,119
434,99,92,127,133,115
453,99,45,119,157,127
445,99,75,123,154,104
465,95,77,96,133,134
450,121,70,65,142,152
417,128,94,52,159,150
428,129,89,65,143,146
414,129,100,100,140,117
437,114,135,101,98,115
406,77,148,103,124,142
455,61,150,96,106,132
416,80,177,87,107,133
386,93,174,93,123,131
403,88,153,101,133,122
446,78,122,115,133,106
450,80,120,102,122,126
455,77,125,99,126,118
474,72,129,84,122,119
464,88,140,82,111,115
454,109,149,53,121,114
468,91,137,72,117,115
481,90,92,90,132,115
499,85,108,90,130,88
476,88,108,115,126,87
434,89,143,116,111,107
458,93,132,131,97,89
438,102,148,100,114,98
443,100,136,100,134,87
502,93,100,92,117,96
488,92,103,97,115,105
453,106,128,114,118,81
481,100,128,116,96,79
454,108,129,98,104,107
473,116,99,83,109,120
520,88,119,58,114,101
539,84,105,56,118,98
501,102,104,78,113,102
513,82,109,87,91,118
466,90,129,89,114,112
452,93,145,65,126,119
405,109,163,80,138,105
435,123,138,97,120,87
411,110,147,101,113,118
379,101,178,101,119,122
409,73,180,109,115,114
434,90,179,73,126,98
469,73,185,72,114,87
465,97,174,74,93,97
437,114,164,83,106,96
432,111,168,100,80,109
405,111,179,107,99,99
413,90,192,89,105,111
412,113,182,98,81,114
437,95,162,90,122,94
425,102,159,110,113,91
451,80,161,93,98,117
458,76,178,51,101,136
459,83,184,39,107,128
461,90,191,40,116,102
436,98,190,48,120,108
432,85,185,87,97,114
420,97,164,90,109,120
417,119,175,83,105,101
431,135,168,52,116,98
431,127,181,47,125,89
388,123,187,68,132,102
350,124,182,112,141,91
334,131,176,128,134,97
367,118,178,117,112,108
379,111,178,117,106,109
399,125,193,98,86,99
397,122,195,101,97,88
386,122,193,101,116,82
357,123,204,91,133,92
399,111,169,103,119,99
387,111,169,107,124,102
419,105,174,97,117,88
415,100,158,115,125,87
419,110,149,103,131,88
413,122,177,98,123,67
421,132,147,105,114,81
399,131,156,118,92,104
438,140,152,98,100,72
466,139,145,66,112,72
415,146,182,86,94,77
407,144,162,101,102,84
449,125,142,105,97,82
408,130,169,101,112,80
402,136,165,110,95,92
406,128,141,102,112,111
397,121,153,132,122,75
