server,bus1,bus2,bus3,bus4,bus5
342,116,175,114,140,113
490,60,171,125,27,127
535,12,179,118,72,84
490,20,187,90,108,105
505,89,194,110,58,44
470,63,167,140,83,77
475,51,172,128,98,76
483,25,178,87,123,104
456,38,170,119,115,102
481,31,169,104,122,93
466,40,154,110,124,106
466,55,150,90,125,114
459,67,160,95,108,111
463,107,156,94,73,107
428,126,156,116,65,109
410,125,150,122,79,114
376,115,132,100,128,149
493,86,131,82,114,94
491,103,137,69,104,96
487,103,143,102,63,102
468,127,139,108,53,105
441,123,153,104,68,111
401,129,150,115,79,126
404,131,164,118,76,107
394,99,183,126,80,118
402,91,170,120,86,131
431,103,167,117,71,111
466,85,191,97,79,82
425,90,191,110,81,103
400,101,199,118,70,112
374,107,200,112,80,127
375,119,172,116,91,127
385,101,172,115,90,137
426,90,166,123,73,122
418,111,153,105,99,114
411,92,154,117,106,120
368,103,193,100,121,115
405,101,189,88,123,94
423,103,191,73,115,95
457,97,166,69,111,100
416,106,175,87,113,103
402,104,190,84,124,96
401,78,202,97,116,106
412,80,193,99,116,100
398,102,169,102,116,113
398,98,172,85,126,121
420,102,169,79,123,107
417,103,162,78,144,96
400,110,171,80,139,100
404,102,198,65,138,93
390,103,207,67,137,96
369,112,199,77,140,103
396,101,206,59,138,100
397,109,200,90,116,88
375,106,199,75,138,107
393,114,184,62,142,105
396,109,195,58,137,105
403,116,189,54,139,99
396,108,190,62,143,101
409,115,160,76,141,99
381,108,168,103,142,98
401,104,181,82,144,88
399,94,195,71,137,104
416,106,174,70,141,93
418,99,197,51,140,95
403,95,183,62,152,105
417,75,198,63,131,116
445,71,183,53,131,117
435,80,182,55,125,123
461,79,175,53,138,94
441,65,205,56,133,100
456,81,212,55,109,87
460,93,197,58,106,86
424,99,205,58,114,100
460,83,194,48,114,101
480,81,161,64,106,108
441,77,188,53,111,130
440,69,192,37,121,141
409,71,202,59,112,147
377,82,210,75,103,153
391,64,215,88,97,145
392,61,215,88,96,148
393,64,216,89,93,145
402,74,214,62,102,146
416,63,216,50,104,151
412,66,217,56,95,154
446,54,219,55,86,140
433,59,217,57,86,148
450,57,218,36,98,141
450,68,200,52,102,128
440,56,215,48,96,145
453,54,217,47,90,139
429,62,214,44,104,147
443,65,212,40,103,137
468,53,207,33,106,133
451,64,204,55,99,127
456,65,210,49,100,120
459,60,207,56,94,124
411,58,211,78,107,135
411,62,215,75,94,143
