server,bus1,bus2,bus3,bus4,bus5
113,186,198,195,159,149
447,163,26,113,128,123
368,90,95,151,141,155
450,23,117,152,88,170
435,25,116,153,114,157
367,24,184,159,108,158
339,20,185,124,161,171
316,70,146,133,175,160
331,103,118,137,150,161
297,33,181,152,165,172
279,37,188,164,157,175
311,48,186,159,143,153
322,136,93,141,145,163
285,138,96,152,160,169
281,124,104,150,165,176
293,128,94,141,169,175
320,117,103,131,158,171
299,18,188,159,168,168
331,14,170,144,171,170
334,107,106,126,158,169
324,65,150,135,164,162
304,80,145,142,165,164
311,83,138,133,170,165
296,44,174,142,172,172
312,53,177,125,168,165
335,66,159,109,165,166
362,36,180,114,154,154
349,70,146,127,156,152
299,74,164,144,161,158
285,83,160,148,156,168
273,52,199,145,160,171
251,73,184,152,168,172
275,97,164,133,168,163
248,98,171,150,168,165
254,98,153,157,169,169
255,112,136,157,171,169
262,94,154,155,169,166
242,70,201,142,174,171
235,89,188,155,165,168
236,93,191,150,164,166
204,127,161,166,171,171
211,97,183,153,177,179
236,110,192,133,167,162
236,130,203,130,147,154
199,142,205,131,159,164
197,138,198,138,163,166
195,125,198,147,168,167
190,129,204,139,172,166
208,137,197,141,163,154
204,126,196,139,167,168
184,123,204,154,166,169
170,143,203,150,168,166
162,146,208,149,173,162
188,135,203,147,168,159
174,147,204,148,169,158
168,144,214,155,167,152
197,136,204,135,168,160
180,141,211,148,165,155
185,135,206,146,166,162
192,144,211,135,161,157
172,143,209,146,169,161
187,157,200,135,165,156
204,141,210,135,163,147
195,143,210,136,165,151
177,140,212,136,169,166
167,130,205,150,179,169
194,125,201,151,170,159
176,126,205,158,169,166
196,120,203,154,169,158
203,107,212,156,167,155
170,130,208,156,174,162
185,134,208,150,167,156
192,136,207,142,166,157
166,139,212,152,172,159
158,144,213,161,171,153
173,131,209,167,168,152
159,129,211,167,174,160
173,132,212,161,173,149
179,131,211,158,170,151
192,136,213,153,167,139
183,154,218,153,151,141
184,153,216,146,154,147
181,154,216,156,154,139
180,141,218,161,156,144
160,152,220,157,163,148
167,149,218,157,161,148
164,153,220,160,163,140
162,156,218,163,160,141
164,157,220,155,161,143
165,150,216,159,172,138
161,142,217,164,166,150
156,151,219,162,167,145
154,154,217,166,162,147
169,151,213,162,162,143
152,154,218,162,163,151
177,147,215,159,163,139
163,148,215,161,168,145
161,147,215,161,171,145
188,131,215,154,162,150
185,138,218,159,157,143
