drop
0.38238238238238237
0.125
0.11
0.123
0.098
0.102
0.151
0.115
0.123
0.079
0.082
0.139
0.124
0.124
0.083
0.082
0.097
0.667
0.585
0.605
0.511
0.353
0.186
0.188
0.237
0.597
0.877
0.799
0.639
0.452
0.336
0.277
0.27
0.157
0.146
0.174
0.317
0.171
0.114
0.115
0.092
0.177
0.441
0.653
0.429
0.2
0.228
0.195
0.222
0.228
0.206
0.185
0.184
0.235
0.238
0.161
0.189
0.176
0.198
0.304
0.212
0.226
0.245
0.28
0.138
0.11
0.136
0.11
0.139
0.114
0.163
0.211
0.18
0.103
0.086
0.086
0.081
0.093
0.203
0.569
0.613
0.415
0.355
0.194
0.182
0.201
0.262
0.153
0.107
0.084
0.18
0.134
0.097
0.086
0.071
0.098
0.089
0.089
0.216
0.15
