server,bus1,bus2,bus3,bus4,bus5
311,182,119,126,106,156
411,143,55,102,136,153
361,151,59,159,105,165
265,181,95,164,124,171
272,171,84,167,136,170
261,163,125,167,119,165
259,143,180,155,88,175
296,128,166,150,104,156
296,128,184,157,83,152
276,148,153,141,115,167
286,155,159,130,106,164
285,154,181,132,81,167
279,157,197,142,94,131
295,141,190,143,64,167
263,163,185,136,84,169
307,147,153,126,105,162
293,145,169,132,89,172
339,134,185,122,68,152
322,149,180,119,62,168
314,145,207,124,47,163
319,136,191,123,75,156
321,141,195,133,52,158
292,150,199,147,50,162
265,147,190,162,75,161
283,141,202,155,56,163
282,137,210,141,69,161
298,145,198,126,84,149
290,154,203,125,85,143
266,149,188,139,100,158
253,155,206,141,80,165
240,154,206,152,85,163
226,159,210,154,83,168
240,154,182,151,106,167
265,153,182,140,102,158
216,164,179,150,120,171
192,156,185,167,131,169
203,147,205,153,122,170
198,153,203,146,130,170
202,141,187,158,138,174
188,155,189,162,135,171
163,159,201,163,139,175
195,153,195,163,132,162
238,155,207,151,110,139
228,161,205,146,114,146
220,169,212,137,109,153
199,159,206,150,122,164
187,151,207,156,138,161
176,134,211,165,153,161
218,159,213,152,108,150
186,165,212,158,117,162
160,157,212,163,133,175
177,159,199,152,139,174
173,158,205,139,152,173
189,163,204,131,141,172
188,160,210,140,134,168
215,156,208,141,118,162
194,158,210,148,121,169
211,156,199,142,127,165
184,164,200,140,142,170
188,167,209,138,130,168
186,174,215,139,113,173
202,165,208,145,108,172
247,154,202,144,94,159
226,155,205,143,105,166
195,149,216,146,120,174
166,154,215,158,132,175
212,130,210,160,115,173
190,139,208,160,126,177
223,121,210,160,114,172
200,119,220,162,134,165
202,138,213,163,111,173
210,139,217,162,106,166
206,150,205,161,114,164
183,166,205,162,112,172
178,159,204,164,121,174
172,143,213,169,135,168
174,151,210,168,129,168
182,146,212,163,132,165
179,143,215,163,133,167
213,155,217,142,108,165
197,173,215,155,103,157
197,168,215,147,107,166
197,169,217,156,101,160
192,167,216,154,107,164
183,170,218,160,101,168
183,166,218,156,109,168
181,158,218,154,113,176
177,166,216,161,108,172
180,167,215,163,106,169
188,154,213,157,115,173
188,152,218,151,125,166
174,160,220,153,115,178
188,163,215,159,107,168
201,158,209,158,105,169
182,164,213,158,116,167
207,148,212,156,114,163
200,141,213,155,121,170
200,135,220,153,121,171
229,130,216,157,111,157
216,144,217,153,109,161
