drop
0.7797797797797797
0.401
0.264
0.277
0.152
0.109
0.134
0.067
0.104
0.114
0.106
0.115
0.231
0.231
0.118
0.078
0.078
0.072
0.081
0.1
0.087
0.054
0.063
0.087
0.063
0.075
0.079
0.057
0.076
0.105
0.089
0.107
0.055
0.072
0.08
0.059
0.081
0.069
0.056
0.068
0.06
0.065
0.091
0.165
0.057
0.052
0.074
0.093
0.047
0.111
0.121
0.066
0.099
0.098
0.063
0.056
0.081
0.065
0.06
0.087
0.07
0.07
0.076
0.081
0.072
0.157
0.113
0.095
0.065
0.082
0.081
0.055
0.088
0.064
0.098
0.071
0.071
0.079
0.072
0.079
0.058
0.037
0.059
0.049
0.043
0.046
0.094
0.066
0.062
0.028
0.034
0.059
0.025
0.034
0.045
0.028
0.028
0.034
0.022
0.038
