drop
0.5285285285285285
0.177
0.065
0.063
0.041
0.032
0.052
0.076
0.063
0.05
0.085
0.252
0.59
0.472
0.239
0.185
0.209
0.214
0.1
0.424
0.715
0.629
0.676
0.78
0.768
0.722
0.638
0.649
0.747
0.767
0.774
0.809
0.758
0.671
0.705
0.691
0.705
0.712
0.661
0.622
0.736
0.737
0.697
0.725
0.702
0.752
0.858
0.823
0.86
0.8
0.766
0.742
0.759
0.858
0.743
0.765
0.762
0.679
0.789
0.776
0.754
0.752
0.684
0.759
0.715
0.751
0.769
0.8
0.754
0.704
0.67
0.643
0.8647371529828707
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.989
1.0
1.0
1.0
1.0
1.0
