server,bus1,bus2,bus3,bus4,bus5
550,129,107,91,56,67
499,150,119,101,54,77
476,127,112,133,60,92
455,125,145,124,70,81
466,111,158,128,54,83
478,109,142,128,64,79
493,130,79,110,96,92
501,127,127,92,56,97
476,105,136,93,86,104
519,83,145,80,75,98
497,107,153,109,41,93
447,109,123,193,72,56
448,23,93,179,94,163
469,68,138,146,45,134
499,99,165,109,54,74
535,58,141,65,130,71
515,123,127,97,94,44
497,134,124,48,134,63
515,125,80,63,149,68
328,85,95,75,142,275
349,107,56,63,130,295
419,151,88,22,96,224
258,149,61,79,152,301
150,82,133,123,230,282
202,94,97,88,116,403
264,181,100,99,99,257
323,128,69,122,99,259
300,124,95,110,163,208
214,158,97,94,141,296
175,119,99,161,115,331
177,121,162,58,242,240
121,112,105,116,126,420
188,153,122,133,91,313
261,126,180,108,125,200
210,172,160,68,111,279
252,171,186,76,93,222
247,154,188,48,120,243
198,100,134,120,164,284
284,135,155,75,136,215
313,118,78,131,134,226
190,145,92,141,152,280
177,179,116,131,111,286
221,144,121,99,122,293
203,131,180,149,128,209
227,110,152,125,89,297
211,150,143,61,112,323
105,102,176,169,303,145
94,51,152,120,358,225
75,25,95,110,325,370
153,265,89,96,134,263
212,209,50,84,131,314
257,165,136,48,131,263
518,99,97,55,57,174
512,111,67,60,117,133
268,67,117,142,99,307
212,195,116,106,128,243
182,109,79,127,157,346
229,102,104,102,180,283
142,163,173,79,156,287
205,160,150,109,176,200
225,168,85,104,209,209
303,147,118,73,182,177
317,126,97,71,240,149
278,155,107,67,179,214
250,192,107,109,125,217
176,185,108,164,106,261
191,171,107,133,162,236
144,116,92,121,167,360
196,135,190,107,130,242
247,157,129,77,148,242
265,136,94,95,201,209
326,190,99,51,156,178
0,1000,0,0,0,0
0,1000,0,0,0,0
0,1000,0,0,0,0
0,1000,0,0,0,0
0,1000,0,0,0,0
0,1000,0,0,0,0
0,1000,0,0,0,0
0,1000,0,0,0,0
0,1000,0,0,0,0
0,1000,0,0,0,0
0,1000,0,0,0,0
0,1000,0,0,0,0
0,1000,0,0,0,0
0,1000,0,0,0,0
87,589,0,324,0,0
1000,0,0,0,0,0
1000,0,0,0,0,0
1000,0,0,0,0,0
1000,0,0,0,0,0
1000,0,0,0,0,0
