drop
0.8188188188188188
0.952
0.954
0.956
0.95
0.964
0.937
0.92
0.928
0.935
0.939
0.951
0.93
0.959
0.949
0.888
0.893
0.931
0.944
0.924
0.949
0.905
0.924
0.965
0.968
0.954
0.968
0.941
0.989
0.935
0.931
0.901
0.922
0.972
0.94
0.925
0.938
0.96
0.955
0.952
0.918
0.945
0.91
0.976
1.0
0.978
0.958
0.97
0.943
0.991
0.95
0.915
0.911
0.947
0.97
0.927
0.983
0.932
0.944
0.954
0.952
0.952
0.964
0.933
0.971
0.913
0.927
0.913
0.926
0.898
0.932
0.939
0.984
0.942
0.929
0.943
0.942
0.94
0.9
0.969
0.968
0.97
0.959
0.921
0.895
0.933
0.936
0.956
0.941
0.988
0.945
0.932
0.929
0.994
0.942
0.953
0.945
0.95
0.941
0.956
