server,bus1,bus2,bus3,bus4,bus5
144,119,109,245,165,218
139,147,340,79,160,135
139,261,19,97,222,262
232,83,286,167,108,124
372,173,75,77,162,141
389,139,54,113,126,179
243,163,183,150,194,67
324,193,137,130,152,64
296,95,247,150,92,120
455,40,117,140,83,165
372,60,100,185,85,198
327,165,141,30,150,187
489,165,67,65,175,39
527,92,126,105,127,23
514,122,209,69,33,53
514,106,156,111,31,82
370,122,153,125,23,207
412,166,138,43,134,107
420,135,168,126,137,14
469,164,158,64,128,17
430,177,159,67,111,56
463,142,188,78,39,90
355,153,155,84,59,194
346,161,162,98,173,60
481,78,112,256,45,28
380,154,68,96,107,195
419,65,306,65,79,66
446,136,102,68,91,157
431,125,166,85,146,47
264,252,149,62,117,156
498,111,16,259,90,26
525,115,20,128,111,101
206,118,123,149,178,226
351,143,183,103,178,42
470,120,214,75,103,18
548,111,203,101,23,14
448,49,108,46,175,174
519,138,136,31,69,107
489,161,180,23,65,82
490,147,177,19,79,88
408,171,199,66,92,64
384,129,202,92,129,64
365,171,205,36,89,134
375,143,201,64,90,127
419,112,193,80,68,128
408,122,199,77,45,149
430,133,203,47,61,126
409,118,210,73,82,108
384,93,213,97,122,91
372,75,220,126,118,89
366,81,219,139,87,108
376,138,204,96,95,91
389,97,222,109,113,70
371,136,209,54,131,99
371,143,215,49,105,117
351,149,221,82,87,110
370,111,218,119,62,120
346,144,210,118,90,92
366,156,218,43,127,90
370,162,221,14,129,104
366,170,217,21,119,107
358,168,218,67,100,89
381,137,212,57,102,111
303,163,225,59,91,159
400,159,191,79,134,37
416,156,214,17,168,29
413,145,210,19,163,50
417,145,209,28,128,73
413,140,209,88,106,44
339,156,170,90,175,70
445,130,216,93,96,20
389,137,212,23,159,80
392,155,214,22,138,79
299,167,223,97,105,109
83,171,225,159,153,209
384,151,217,37,161,50
354,150,217,20,128,131
359,170,220,43,146,62
297,164,216,24,154,145
307,150,219,92,149,83
334,145,221,104,110,86
305,174,210,54,123,134
365,142,202,92,104,95
356,166,181,84,87,126
337,131,218,82,134,98
333,129,218,147,124,49
351,149,212,65,124,99
338,151,213,92,116,90
288,151,218,80,142,121
273,158,215,44,169,141
233,155,208,123,163,118
226,166,211,147,159,91
218,170,214,100,161,137
233,172,208,92,165,130
208,168,212,125,165,122
243,161,208,121,153,114
241,164,212,137,147,99
213,175,210,140,105,157
232,165,211,140,105,147
240,157,209,158,139,97
