server,bus1,bus2,bus3,bus4,bus5
186,187,162,161,162,142
186,153,166,179,160,156
173,171,157,173,171,155
157,178,172,169,158,166
152,186,164,149,195,154
155,163,152,171,188,171
187,143,162,178,179,151
191,156,142,171,174,166
176,173,158,157,166,170
174,170,167,139,166,184
162,179,153,174,169,163
198,171,159,158,155,159
187,152,165,165,164,167
162,149,173,161,184,171
139,178,156,194,169,164
155,193,144,170,168,170
176,156,167,173,154,174
138,164,167,181,173,177
165,164,163,166,169,173
186,151,157,160,155,191
151,186,170,161,170,162
161,151,174,182,175,157
168,169,175,164,163,161
181,179,148,158,168,166
176,153,160,173,154,184
172,141,166,194,180,147
171,156,163,180,173,157
150,199,154,165,171,161
177,192,160,156,141,174
161,155,181,184,169,150
164,172,139,193,181,151
166,181,170,171,149,163
168,183,164,149,174,162
169,174,162,169,174,152
176,188,176,150,169,141
152,173,167,165,173,170
172,165,146,168,170,179
162,167,160,181,166,164
163,165,151,164,185,172
185,145,158,168,173,171
155,182,167,160,154,182
153,164,163,182,181,157
166,171,169,157,166,171
170,153,188,169,151,169
182,160,167,161,163,167
152,168,174,172,156,178
146,190,171,152,176,165
210,158,159,162,155,156
189,176,163,174,153,145
173,155,173,170,164,165
173,160,159,160,181,167
180,174,160,171,163,152
173,179,166,171,148,163
175,181,164,154,175,151
161,170,176,170,177,146
158,148,162,174,187,171
170,171,177,174,136,172
165,170,192,179,150,144
181,166,176,153,167,157
158,177,171,157,178,159
175,168,164,175,169,149
158,164,179,168,159,172
149,174,177,162,168,170
193,168,178,159,133,169
173,171,162,163,172,159
174,153,167,172,156,178
160,192,158,170,146,174
171,156,162,189,188,134
154,176,168,160,186,156
182,154,163,172,154,175
185,157,150,172,176,160
172,155,176,165,166,166
156,160,136,200,157,191
174,172,172,164,170,148
164,155,154,168,189,170
166,135,175,173,177,174
157,153,171,181,170,168
170,162,185,161,171,151
174,162,166,160,169,169
167,169,173,170,170,151
157,167,158,186,166,166
172,158,168,172,171,159
148,183,168,191,149,161
189,174,137,180,165,155
154,172,162,163,177,172
169,151,162,187,166,165
157,180,170,169,153,171
179,167,192,148,152,162
165,161,173,162,161,178
165,163,183,159,165,165
180,174,156,150,163,177
162,176,146,180,172,164
172,144,160,181,165,178
180,179,153,167,156,165
161,151,159,165,173,191
150,154,154,158,181,203
154,167,167,177,169,166
179,172,169,170,159,151
165,150,170,167,170,178
172,167,164,159,186,152
