server,bus1,bus2,bus3,bus4,bus5
291,184,80,152,124,169
283,164,203,86,190,74
524,95,89,107,83,102
550,83,159,47,55,106
558,90,179,37,20,116
545,55,128,110,29,133
521,75,110,111,76,107
505,53,144,129,41,128
498,95,161,88,38,120
491,99,162,94,24,130
453,87,166,136,21,137
438,80,190,150,21,121
445,75,119,149,107,105
431,120,154,133,30,132
421,114,162,132,22,149
407,115,175,139,17,147
400,108,195,132,13,152
402,115,192,135,36,120
449,127,143,116,74,91
424,141,172,96,63,104
435,137,199,77,31,121
417,128,200,86,42,127
393,130,196,100,44,137
380,123,205,98,60,134
385,128,195,88,89,115
396,119,193,108,51,133
406,118,190,104,54,128
425,118,190,105,59,103
383,129,199,107,84,98
352,124,205,115,102,102
307,130,210,125,113,115
288,131,204,138,107,132
294,132,202,126,116,130
299,118,184,133,138,128
288,145,207,109,123,128
298,144,208,111,112,127
307,130,210,120,109,124
286,141,214,125,115,119
274,144,209,129,127,117
311,128,176,130,127,128
262,139,186,142,146,125
270,147,200,130,136,117
321,143,199,119,102,116
309,152,209,118,112,100
298,158,216,117,108,103
266,156,210,127,123,118
262,141,211,137,125,124
260,134,213,135,136,122
258,135,210,139,135,123
250,137,215,137,130,131
244,141,218,143,119,135
236,148,215,148,117,136
215,163,216,148,127,131
223,157,213,147,133,127
240,141,216,146,134,123
261,134,214,147,133,111
226,143,214,151,145,121
247,132,209,145,136,131
253,132,211,142,134,128
252,134,212,145,129,128
261,124,216,141,128,130
248,135,216,147,123,131
260,127,211,146,127,129
255,140,210,145,131,119
241,137,218,149,135,120
235,123,212,157,155,118
224,119,211,153,160,133
216,128,210,149,157,140
242,127,205,141,144,141
258,122,207,136,141,136
245,113,219,152,134,137
260,135,215,146,130,114
248,141,204,150,133,124
230,139,204,158,137,132
208,139,202,164,142,145
214,145,187,161,150,143
213,134,195,163,148,147
221,125,198,156,153,147
224,135,204,157,143,137
225,138,208,156,138,135
264,157,210,136,105,128
276,149,212,137,93,133
263,155,213,137,104,128
251,151,201,142,116,139
233,149,211,146,120,141
234,154,213,144,122,133
221,166,214,154,117,128
218,164,210,148,124,136
224,157,208,147,131,133
206,149,202,157,142,144
219,148,209,152,130,142
213,153,199,157,137,141
220,149,195,154,141,141
239,146,197,148,133,137
216,149,204,152,141,138
215,147,198,153,136,151
218,143,198,157,134,150
227,133,203,156,132,149
290,123,184,142,119,142
261,139,190,146,121,143
