server,bus1,bus2,bus3,bus4,bus5
319,156,138,143,103,141
250,162,127,165,122,174
211,169,120,156,162,182
222,172,138,139,157,172
201,162,179,134,151,173
190,148,192,151,151,168
152,170,217,161,146,154
166,158,212,175,135,154
176,155,209,171,135,154
172,159,214,167,133,155
162,170,209,163,140,156
180,168,216,156,144,136
177,165,208,164,157,129
167,174,207,162,152,138
158,170,213,158,152,149
165,163,210,162,148,152
162,168,211,159,154,146
190,166,201,167,155,121
194,166,206,147,148,139
188,171,213,139,129,160
195,173,207,142,142,141
190,176,208,153,139,134
176,165,204,151,154,150
172,164,213,159,158,134
174,169,205,159,153,140
181,164,202,155,150,148
188,171,205,144,152,140
197,170,202,153,143,135
188,165,202,164,138,143
172,170,199,164,142,153
180,165,203,169,139,144
177,164,213,170,135,141
171,166,206,157,155,145
199,157,201,165,146,132
171,171,204,163,153,138
159,166,203,173,154,145
177,169,203,153,157,141
167,170,196,151,160,156
160,170,203,161,163,143
165,160,195,167,159,154
134,170,200,167,169,160
155,170,187,163,161,164
192,158,192,157,152,149
193,157,208,154,151,137
173,169,207,152,155,144
122,148,175,163,139,253
220,154,8,183,141,294
303,181,70,221,163,62
318,176,128,121,175,82
182,163,197,155,163,140
168,159,195,162,173,143
160,171,204,163,163,139
159,170,209,160,163,139
174,172,205,156,156,137
171,161,205,159,165,139
156,169,205,163,171,136
175,157,200,162,171,135
170,155,203,165,172,135
172,150,212,163,164,139
182,164,204,163,164,123
161,167,212,163,165,132
170,164,209,157,168,132
205,146,200,154,159,136
184,153,199,163,165,136
161,151,213,168,168,139
153,152,214,166,164,151
188,125,203,165,157,162
170,129,213,165,165,158
187,137,210,159,161,146
184,130,212,158,173,143
170,149,205,169,171,136
174,155,207,158,165,141
179,159,202,161,162,137
174,164,201,166,160,135
155,175,209,167,157,137
164,164,210,164,161,137
153,164,204,166,163,150
174,166,195,165,163,137
169,166,198,169,154,144
184,168,205,162,150,131
162,174,210,153,158,143
149,166,209,156,164,156
173,167,213,151,153,143
180,131,170,281,100,138
527,52,15,158,49,199
26,64,13,389,131,377
95,143,65,260,213,224
24,180,252,346,164,34
15,159,272,364,169,21
495,209,48,81,128,39
263,166,187,131,167,86
410,193,45,27,91,234
233,70,113,34,222,328
469,151,207,20,136,17
340,229,185,29,100,117
208,201,200,196,148,47
340,114,157,314,58,17
273,134,98,177,187,131
153,169,45,120,333,180
242,162,256,158,72,110
