server,bus1,bus2,bus3,bus4,bus5
416,49,193,63,129,150
439,115,96,139,91,120
533,49,127,107,84,100
478,46,176,104,124,72
495,91,147,130,56,81
480,75,154,123,63,105
460,84,125,93,93,145
482,98,138,75,75,132
470,99,139,91,84,117
493,108,137,92,63,107
253,256,90,86,156,159
435,72,164,139,65,125
442,101,143,95,100,119
421,99,183,113,64,120
432,70,182,123,68,125
470,71,152,123,83,101
498,49,112,121,113,107
461,64,165,97,132,81
442,75,176,91,117,99
382,129,185,113,78,113
435,104,165,114,73,109
449,130,146,139,41,95
449,95,136,145,64,111
438,90,143,135,80,114
426,78,158,136,101,101
427,82,171,132,82,106
451,57,164,134,82,112
458,88,172,140,47,95
440,111,167,130,63,89
464,101,147,126,57,105
484,92,124,124,84,92
491,93,155,99,66,96
472,79,174,86,71,118
452,76,151,111,75,135
456,81,158,119,51,135
461,89,103,134,59,154
481,71,111,144,58,135
515,34,100,142,88,121
491,40,137,131,113,88
493,70,176,122,71,68
516,65,143,135,80,61
486,80,124,133,91,86
472,111,136,102,77,102
159,193,143,76,120,309
263,112,143,71,105,306
199,148,22,195,46,390
70,154,83,187,105,401
17,509,367,15,33,59
16,446,477,17,29,15
213,330,386,14,27,30
153,531,183,18,53,62
116,319,225,43,137,160
77,127,288,173,146,189
70,253,153,151,232,141
339,167,173,115,91,115
208,115,234,189,61,193
123,249,222,174,63,169
233,258,158,74,81,196
83,348,189,51,136,193
66,215,317,36,158,208
84,177,296,50,142,251
58,267,233,35,162,245
65,249,212,143,122,209
68,265,224,97,120,226
92,216,270,154,63,205
129,262,210,123,68,208
185,200,246,90,73,206
99,220,221,69,125,266
179,295,232,49,65,180
235,264,231,43,104,123
137,289,211,76,122,165
151,261,219,97,101,171
155,220,215,118,149,143
224,183,182,116,142,153
209,237,208,71,124,151
154,272,225,51,70,228
213,281,238,85,77,106
161,253,221,116,107,142
220,253,209,60,104,154
206,266,175,111,56,186
0,1000,0,0,0,0
0,1000,0,0,0,0
0,1000,0,0,0,0
0,1000,0,0,0,0
0,1000,0,0,0,0
0,1000,0,0,0,0
0,1000,0,0,0,0
0,1000,0,0,0,0
0,1000,0,0,0,0
0,1000,0,0,0,0
0,1000,0,0,0,0
0,1000,0,0,0,0
0,1000,0,0,0,0
0,1000,0,0,0,0
0,1000,0,0,0,0
0,1000,0,0,0,0
0,1000,0,0,0,0
0,1000,0,0,0,0
0,1000,0,0,0,0
0,1000,0,0,0,0
