server,bus1,bus2,bus3,bus4,bus5
194,219,148,142,166,131
401,130,212,60,43,154
235,136,204,118,141,166
92,166,212,165,193,172
135,159,214,153,163,176
231,155,214,90,136,174
175,180,213,87,164,181
235,177,198,94,124,172
195,164,217,120,152,152
147,153,221,154,167,158
148,158,217,161,160,156
195,168,214,153,146,124
185,167,210,149,158,131
182,165,212,136,170,135
204,164,211,114,174,133
202,162,215,106,177,138
179,170,216,122,168,145
157,164,210,151,173,145
153,169,214,148,164,152
169,165,217,141,165,143
162,158,215,147,170,148
174,149,215,144,170,148
164,157,213,147,169,150
178,146,217,147,162,150
171,145,217,156,164,147
188,147,213,146,160,146
213,143,213,129,153,149
223,152,217,115,144,149
184,159,215,140,156,146
137,131,189,310,126,107
22,10,13,908,22,25
21,83,19,846,15,16
17,59,175,196,190,363
89,15,423,319,103,51
395,31,217,78,260,19
343,98,189,162,161,47
253,154,150,137,156,150
310,113,188,44,200,145
300,109,125,78,197,191
404,102,36,111,178,169
275,106,222,41,186,170
356,63,115,103,200,163
267,166,91,220,190,66
244,59,235,37,227,198
366,39,218,148,116,113
514,12,207,15,183,69
134,157,240,89,193,187
182,266,193,181,27,151
417,59,205,13,130,176
431,114,183,14,76,182
373,198,127,17,102,183
442,88,213,39,155,63
222,136,57,132,164,289
480,42,209,171,77,21
347,181,211,151,27,83
320,154,210,133,90,93
271,133,170,146,161,119
228,152,218,101,172,129
293,150,200,105,160,92
209,170,217,136,169,99
235,167,222,130,150,96
203,174,217,131,165,110
224,160,213,135,147,121
231,167,217,121,141,123
183,170,216,137,159,135
157,149,215,145,176,158
185,136,218,138,172,151
160,150,216,147,169,158
173,144,213,143,168,159
177,139,218,138,167,161
162,157,220,147,159,155
155,157,216,152,163,157
169,159,214,150,164,144
147,162,216,157,172,146
162,163,216,148,161,150
161,168,218,129,170,154
156,171,214,136,158,165
165,165,218,138,151,163
168,169,214,130,156,163
190,147,216,141,147,159
177,168,216,143,141,155
163,173,218,133,167,146
181,168,216,134,147,154
179,166,217,132,149,157
164,168,220,133,157,158
149,173,218,141,155,164
180,174,219,118,155,154
165,172,219,138,151,155
176,164,218,129,155,158
171,165,216,124,166,158
170,169,219,120,165,157
169,165,218,130,158,160
164,159,215,133,162,167
170,164,217,129,158,162
158,171,215,141,159,156
182,162,215,133,152,156
171,167,215,133,156,158
164,166,217,131,164,158
175,160,214,138,159,154
184,151,217,132,167,149
