server,bus1,bus2,bus3,bus4,bus5
408,132,116,120,92,132
487,55,145,64,99,150
532,144,165,22,62,75
480,141,191,26,80,82
468,137,170,39,82,104
448,122,154,28,140,108
458,106,158,88,116,74
480,87,176,54,122,81
444,105,162,91,110,88
407,118,145,103,118,109
375,132,151,104,121,117
390,140,122,109,118,121
366,140,121,132,123,118
353,136,132,142,125,112
309,123,160,142,143,123
312,132,161,127,143,125
311,110,161,140,139,139
344,116,142,138,130,130
339,119,137,143,141,121
349,99,138,138,139,137
337,108,144,139,139,133
313,124,159,153,138,113
311,120,160,161,139,109
331,113,152,146,131,127
342,101,163,145,130,119
350,98,161,145,130,116
368,94,166,132,131,109
349,108,157,136,117,133
338,104,173,147,115,123
336,122,166,147,116,113
310,105,175,153,127,130
307,98,182,158,127,128
289,89,171,155,157,139
321,103,167,148,129,132
303,82,171,138,153,153
311,96,184,148,133,128
314,93,190,155,125,123
293,101,195,162,126,123
277,104,190,154,132,143
278,88,173,157,155,149
269,100,186,160,143,142
277,107,168,160,140,148
286,114,182,146,130,142
304,121,187,138,120,130
278,122,198,148,125,129
262,113,195,145,145,140
267,85,203,150,148,147
275,104,199,138,143,141
270,106,201,143,141,139
232,114,198,151,152,153
218,136,203,153,144,146
209,135,196,157,153,150
206,127,199,153,160,155
225,125,203,142,156,149
237,130,203,140,144,146
217,128,203,150,150,152
220,125,203,137,153,162
221,123,197,142,162,155
230,129,204,133,152,152
236,128,193,147,147,149
208,143,207,151,144,147
219,144,209,140,139,149
241,139,198,137,132,153
234,141,201,136,134,154
201,139,211,134,154,161
204,124,210,153,156,153
219,126,204,147,151,153
234,121,205,132,154,154
247,115,206,143,143,146
239,109,209,150,140,153
213,112,219,149,146,161
195,143,210,148,143,161
205,144,202,151,144,154
196,147,190,160,146,161
183,150,208,156,143,160
206,134,207,144,139,170
207,136,214,149,139,155
196,145,212,144,142,161
198,141,201,155,136,169
228,136,208,139,131,158
283,126,213,109,132,137
256,132,216,113,137,146
281,124,213,109,134,139
246,127,215,121,144,147
231,132,219,120,146,152
237,128,216,122,144,153
235,136,215,106,149,159
230,137,212,117,147,157
233,128,217,122,147,153
202,137,214,123,156,168
225,138,216,111,150,160
206,136,217,120,156,165
221,130,214,120,155,160
240,129,213,113,147,158
220,135,211,120,153,161
213,138,207,122,154,166
212,136,211,118,159,164
195,138,213,119,164,171
247,126,211,117,146,153
229,131,215,119,151,155
