server,bus1,bus2,bus3,bus4,bus5
224,170,184,145,122,155
469,95,84,111,137,104
504,129,20,45,132,170
328,101,181,132,127,131
480,82,95,103,93,147
450,141,127,62,81,139
424,69,132,114,128,133
512,121,55,121,18,173
511,104,37,95,73,180
481,117,146,56,85,115
481,152,105,91,75,96
484,93,145,43,142,93
487,51,170,115,109,68
521,46,119,127,74,113
457,182,81,144,18,118
532,92,148,144,24,60
517,108,119,111,55,90
441,70,183,78,155,73
490,13,196,126,124,51
481,41,194,136,81,67
438,136,113,129,92,92
505,156,141,174,11,13
500,129,156,154,44,17
529,52,155,143,103,18
502,29,149,159,139,22
381,61,168,97,136,157
517,94,146,146,86,11
524,87,161,151,58,19
496,140,123,152,75,14
319,133,238,83,152,75
518,24,12,142,58,246
540,34,20,173,121,112
500,128,81,168,60,63
477,112,99,164,90,58
476,145,154,148,57,20
458,50,163,128,145,56
527,47,66,167,25,168
533,91,137,167,21,51
504,93,158,148,69,28
470,171,153,139,58,9
544,39,164,162,70,21
438,23,179,133,65,162
513,45,205,133,70,34
418,131,174,170,26,81
477,71,183,163,67,39
484,158,162,155,22,19
495,56,194,158,71,26
457,63,194,149,82,55
469,70,215,161,6,79
497,117,169,158,11,48
461,139,187,143,9,61
484,125,151,166,49,25
475,65,192,160,87,21
425,40,207,152,103,73
341,171,164,114,25,185
452,86,166,120,127,49
478,15,189,147,105,66
471,90,154,133,47,105
455,95,158,137,25,130
439,93,164,148,46,110
422,76,196,149,34,123
397,119,203,131,16,134
407,76,194,150,46,127
416,93,174,147,58,112
436,55,173,160,52,124
407,45,208,170,19,151
373,75,201,158,50,143
391,49,209,158,43,150
395,74,199,135,86,111
397,47,213,140,71,132
405,22,217,151,77,128
334,48,212,163,108,135
385,73,208,158,45,131
363,84,211,164,24,154
378,88,211,148,81,94
371,84,219,148,55,123
349,100,213,153,72,113
350,113,214,156,66,101
348,93,211,156,74,118
360,54,212,162,126,86
374,88,214,153,103,68
369,90,215,147,105,74
370,99,215,155,108,53
382,84,216,158,116,44
365,77,219,162,113,64
378,67,217,161,120,57
413,99,214,181,87,6
388,105,214,177,104,12
369,110,218,165,100,38
362,102,213,171,106,46
370,97,217,160,98,58
386,79,216,181,117,21
368,79,217,165,116,55
361,110,214,159,93,63
386,83,214,173,119,25
381,68,210,173,127,41
376,63,213,173,122,53
373,73,217,173,103,61
334,150,208,143,60,105
348,113,216,153,83,87
