drop
0.8438438438438438
0.925
0.944
0.95
0.952
0.861
0.764
0.418
0.558
0.329
0.374
0.27
0.286
0.521
0.235
0.206
0.133
0.168
0.247
0.205
0.139
0.114
0.225
0.142
0.089
0.133
0.142
0.127
0.157
0.159
0.082
0.109
0.093
0.093
0.064
0.056
0.109
0.088
0.085
0.08
0.063
0.089
0.144
0.27
0.595
0.388
0.407
0.12
0.084
0.212
0.166
0.155
0.158
0.138
0.309
0.806
0.225
0.138
0.116
0.124
0.129
0.09
0.128
0.28
0.096
0.102
0.214
0.144
0.141
0.161
0.206
0.127
0.1
0.098
0.888
0.668
0.417
0.214
0.215
0.433
0.441
0.126
0.148
0.162
0.105
0.107
0.203
0.143
0.148
0.207
0.178
0.152
0.117
0.135
0.074
0.098
0.098
0.101
0.09
0.131
