server,bus1,bus2,bus3,bus4,bus5
351,68,260,115,72,134
337,320,172,15,138,18
15,24,41,150,228,542
390,126,122,278,64,20
415,64,228,14,254,25
445,137,184,15,118,101
526,60,188,129,53,44
493,106,164,15,132,90
543,109,89,90,37,132
549,128,56,70,29,168
557,150,103,21,16,153
541,131,135,48,24,121
509,154,161,42,37,97
408,98,149,42,198,105
506,109,185,35,43,122
542,80,115,89,57,117
532,101,137,38,54,138
517,134,107,49,46,147
529,134,89,53,65,130
517,120,86,88,82,107
536,107,90,96,43,128
537,114,92,107,45,105
476,112,138,134,64,76
541,105,72,128,101,53
537,96,93,123,81,70
512,102,111,138,64,73
524,117,87,128,38,106
525,136,120,123,55,41
509,123,97,137,58,76
538,108,99,133,37,85
531,104,95,139,52,79
526,92,92,139,66,85
514,66,86,152,102,80
522,95,81,137,95,70
513,77,77,145,86,102
529,86,86,142,80,77
530,110,76,137,105,42
533,93,87,147,107,33
536,94,86,140,114,30
527,85,79,143,118,48
533,69,79,144,107,68
537,90,70,132,100,71
522,124,75,111,81,87
488,104,138,103,95,72
478,90,182,86,94,70
470,53,190,176,37,74
436,70,131,149,134,80
520,96,66,137,114,67
525,119,68,84,122,82
537,149,34,72,96,112
535,116,53,112,72,112
539,69,116,142,91,43
528,86,104,113,99,70
534,72,110,130,90,64
469,99,61,96,129,146
358,66,206,107,155,108
527,114,29,155,54,121
549,92,69,156,44,90
549,101,78,158,59,55
547,112,50,155,64,72
551,119,108,143,34,45
542,107,80,145,85,41
516,117,101,137,86,43
489,119,119,144,63,66
520,114,75,143,92,56
529,80,88,151,99,53
501,90,93,159,101,56
506,75,84,153,127,55
489,76,96,155,125,59
464,66,107,164,114,85
491,35,147,150,94,83
505,52,147,131,69,96
483,68,119,144,74,112
508,73,127,136,57,99
124,218,174,242,73,169
522,172,99,174,12,21
507,166,100,141,31,55
517,27,187,86,50,133
538,17,161,93,62,129
509,10,142,99,85,155
519,82,110,149,45,95
533,58,144,128,15,122
525,85,130,99,43,118
517,85,115,92,63,128
531,68,123,101,59,118
528,72,116,123,76,85
515,127,39,135,101,83
515,126,36,130,110,83
515,128,37,138,102,80
519,101,86,135,78,81
513,116,94,128,74,75
517,120,79,144,109,31
533,114,65,155,103,30
518,94,112,124,81,71
514,87,141,91,78,89
500,80,135,97,92,96
507,81,130,110,98,74
521,61,154,69,107,88
531,67,130,72,121,79
517,81,129,86,95,92
