drop
0.15315315315315314
0.096
0.131
0.149
0.099
0.101
0.198
0.137
0.149
0.102
0.127
0.238
0.179
0.113
0.1
0.091
0.108
0.356
0.624
0.603
0.563
0.287
0.148
0.165
0.191
0.636
0.844
0.938
0.715
0.506
0.431
0.36
0.285
0.288
0.283
0.317
0.411
0.403
0.29
0.263
0.13
0.181
0.43
0.757
0.524
0.264
0.288
0.299
0.355
0.324
0.303
0.238
0.207
0.248
0.301
0.166
0.188
0.158
0.213
0.312
0.272
0.398
0.312
0.358
0.178
0.089
0.115
0.096
0.115
0.104
0.128
0.147
0.135
0.087
0.094
0.118
0.108
0.075
0.146
0.287
0.986
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
