server,bus1,bus2,bus3,bus4,bus5
394,88,96,141,129,152
508,69,173,115,91,44
547,44,64,140,131,74
548,32,90,158,136,36
539,37,98,150,117,59
511,61,111,136,129,52
470,70,162,132,148,18
466,71,157,126,109,71
463,58,163,129,130,57
443,85,168,142,136,26
437,118,140,138,122,45
436,102,149,128,133,52
428,114,170,133,116,39
413,113,168,131,107,68
395,116,167,128,101,93
385,111,174,119,115,96
371,90,174,112,140,113
391,74,160,120,142,113
368,110,169,107,125,121
358,132,166,97,131,116
358,134,173,103,125,107
362,132,164,102,125,115
357,129,159,106,136,113
348,131,143,115,140,123
357,119,136,131,136,121
352,128,138,128,130,124
343,130,166,113,124,124
325,139,176,112,123,125
324,132,180,110,127,127
313,123,183,122,133,126
320,123,175,123,140,119
290,116,176,133,154,131
294,106,176,138,158,128
311,105,156,150,139,139
305,105,164,138,141,147
302,118,169,139,136,136
322,114,172,138,131,123
305,107,178,141,132,137
302,110,177,144,135,132
274,135,184,133,132,142
266,134,187,148,132,133
279,124,178,143,140,136
295,112,175,144,140,134
295,132,193,130,127,123
272,159,189,130,131,119
265,146,186,131,138,134
266,135,188,133,145,133
245,138,184,142,148,143
244,143,178,145,147,143
235,146,181,154,147,137
237,145,181,154,151,132
267,125,200,142,145,121
279,108,203,143,143,124
250,124,210,154,137,125
276,110,197,150,127,140
248,117,200,152,136,147
228,113,209,156,140,154
229,129,203,149,137,153
220,132,209,154,135,150
262,128,200,151,122,137
234,148,209,154,125,130
225,143,209,162,124,137
263,131,201,147,129,129
251,147,193,154,135,120
213,130,206,164,152,135
192,109,213,165,163,158
230,112,213,145,152,148
226,96,218,149,144,167
243,104,212,145,145,151
247,104,202,150,148,149
205,134,206,155,144,156
235,140,203,150,145,127
250,133,202,147,134,134
213,143,216,158,134,136
206,152,216,150,135,141
211,137,215,159,126,152
213,130,214,155,129,159
223,147,211,162,130,127
221,157,204,151,134,133
219,158,199,150,146,128
211,158,202,144,143,142
220,156,203,143,138,140
218,157,200,140,141,144
201,154,208,149,142,146
189,159,207,151,145,149
193,159,214,148,141,145
179,162,217,148,150,144
181,160,215,151,148,145
197,161,214,144,145,139
166,157,213,159,150,155
177,153,215,154,149,152
165,162,217,157,153,146
177,158,212,160,147,146
198,152,211,150,139,150
183,159,215,151,146,146
183,157,213,146,149,152
169,154,211,154,154,158
167,153,216,147,159,158
221,140,181,155,143,160
210,149,196,148,144,153
