server,bus1,bus2,bus3,bus4,bus5
229,123,174,188,142,144
396,187,98,152,149,18
264,149,122,169,127,169
174,177,152,182,171,144
228,185,116,172,166,133
225,160,140,162,176,137
204,89,156,207,171,173
268,215,148,79,154,136
297,151,50,224,202,76
271,204,143,86,141,155
285,147,136,119,157,156
263,144,173,93,159,168
186,165,166,169,178,136
191,169,166,142,179,153
195,171,160,177,170,127
359,152,67,115,180,127
420,162,56,47,175,140
426,148,12,131,159,124
437,147,24,117,162,113
391,143,74,164,141,87
413,141,104,62,151,129
456,138,57,59,159,131
434,150,30,87,158,141
411,127,37,114,159,152
359,214,31,111,136,149
339,164,127,135,108,127
342,96,216,118,115,113
230,169,199,60,178,164
321,177,167,38,163,134
390,150,99,46,172,143
438,225,43,44,146,104
336,118,17,239,172,118
487,128,14,34,167,170
471,105,37,73,144,170
378,129,122,42,168,161
385,125,96,121,131,142
473,124,19,111,124,149
476,168,18,43,156,139
433,132,103,66,116,150
375,128,91,83,161,162
421,139,104,40,165,131
395,110,87,121,147,140
359,131,87,121,157,145
499,151,24,31,154,141
461,127,27,110,148,127
472,146,70,20,151,141
436,147,50,81,149,137
338,141,120,96,152,153
333,151,133,97,133,153
463,140,36,84,137,140
422,116,68,109,132,153
322,237,81,100,119,141
333,134,87,188,114,144
394,92,34,160,176,144
441,148,40,71,150,150
420,135,51,103,142,149
421,115,30,115,158,161
449,136,53,51,148,163
423,163,98,20,149,147
416,162,88,29,161,144
416,141,70,82,138,153
398,94,52,159,147,150
416,112,43,128,148,153
383,199,122,64,92,140
332,146,158,150,108,106
237,120,150,175,157,161
235,118,182,179,167,119
261,122,132,171,177,137
355,108,137,91,153,156
480,129,21,66,158,146
487,134,17,26,156,180
462,146,35,34,152,171
374,132,91,101,144,158
358,123,119,104,151,145
373,109,117,113,140,148
458,162,28,36,156,160
451,156,42,44,152,155
427,155,50,63,158,147
422,161,73,39,156,149
316,147,171,45,153,168
511,0,0,234,119,136
549,0,0,191,140,120
557,0,0,175,164,104
555,0,0,176,159,110
553,1,0,186,149,111
555,0,0,174,160,111
543,1,0,188,151,117
549,0,0,169,168,114
529,35,0,173,137,126
528,12,0,185,159,116
539,23,0,165,165,108
527,23,0,188,140,122
544,5,0,179,158,114
525,28,0,174,154,119
501,94,0,127,136,142
480,78,0,170,139,133
526,25,0,181,157,111
479,28,0,225,164,104
0,224,0,556,220,0
0,222,0,557,221,0
