drop
0.8658658658658659
0.898
0.37
0.313
0.249
0.181
0.185
0.163
0.231
0.183
0.323
0.419
0.351
0.187
0.211
0.308
0.263
0.248
0.206
0.237
0.3
0.177
0.331
0.243
0.221
0.21
0.222
0.184
0.165
0.148
0.185
0.161
0.201
0.177
0.221
0.176
0.155
0.158
0.173
0.202
0.113
0.189
0.209
0.227
0.167
0.178
0.147
0.2
0.162
0.166
0.15
0.206
0.164
0.222
0.171
0.211
0.174
0.146
0.173
0.172
0.183
0.18
0.199
0.198
0.184
0.177
0.212
0.172
0.203
0.164
0.18
0.182
0.195
0.175
0.162
0.151
0.145
0.18
0.196
0.24
0.164
0.174
0.141
0.171
0.151
0.162
0.182
0.196
0.182
0.207
0.183
0.182
0.153
0.18
0.183
0.197
0.174
0.197
0.188
0.176
