server,bus1,bus2,bus3,bus4,bus5
435,137,169,60,96,103
515,129,169,89,77,21
544,110,193,51,72,30
490,138,193,83,75,21
495,136,195,74,78,22
492,70,154,123,21,140
525,103,138,82,63,89
524,95,152,72,98,59
474,112,195,56,88,75
477,114,184,64,70,91
477,115,168,72,43,125
471,113,159,68,73,116
481,137,169,75,29,109
473,145,172,87,41,82
469,131,155,83,31,131
471,110,162,85,35,137
465,116,168,56,92,103
485,89,191,46,103,86
463,101,187,54,91,104
466,103,173,60,87,111
448,97,175,56,105,119
454,102,159,63,109,113
447,109,157,69,104,114
448,95,157,61,125,114
459,93,157,56,110,125
439,99,156,69,114,123
442,108,159,79,102,110
453,105,159,64,116,103
421,120,150,76,114,119
443,112,150,66,113,116
421,110,136,99,118,116
368,119,146,87,149,131
375,124,143,76,149,133
379,117,141,80,143,140
348,122,135,112,152,131
407,125,149,64,132,123
385,121,157,81,138,118
359,125,161,92,138,125
387,115,148,87,147,116
391,102,140,87,151,129
335,139,154,113,142,117
341,133,145,111,139,131
374,134,138,103,129,122
364,131,159,108,130,108
384,113,161,97,135,110
355,132,156,107,142,108
381,106,153,108,135,117
370,107,145,122,139,117
363,111,144,129,139,114
338,126,157,128,136,115
363,116,134,120,146,121
322,134,150,126,149,119
311,141,149,142,152,105
335,140,153,132,152,88
377,112,134,133,143,101
388,104,132,121,140,115
351,122,148,137,148,94
333,130,155,134,152,96
347,125,140,123,154,111
382,124,141,115,146,92
401,117,115,126,143,98
392,124,96,130,148,110
368,121,111,142,148,110
377,119,103,137,146,118
335,113,132,154,150,116
327,97,126,166,162,122
353,94,119,160,156,118
343,101,127,154,145,130
326,111,149,148,143,123
374,95,141,140,139,111
349,130,106,155,128,132
366,137,125,131,131,110
377,131,123,127,131,111
355,130,110,154,133,118
334,144,119,137,138,128
324,115,153,151,140,117
316,99,168,150,140,127
326,125,155,143,131,120
321,131,158,122,128,140
363,141,159,106,119,112
376,151,185,60,128,100
365,159,176,71,130,99
374,158,176,74,130,88
374,145,169,86,132,94
367,159,163,84,135,92
387,162,161,75,131,84
328,144,174,106,139,109
357,152,170,91,133,97
331,146,184,90,138,111
332,135,160,102,153,118
336,154,140,110,138,122
360,154,134,115,141,96
362,156,158,83,137,104
351,144,163,93,143,106
371,149,114,129,136,101
355,154,126,112,143,110
331,141,149,110,152,117
313,143,145,122,155,122
353,135,175,84,147,106
360,145,164,78,138,115
