drop
0.8378378378378378
0.259
0.085
0.09
0.064
0.053
0.099
0.092
0.084
0.074
0.062
0.112
0.029
0.033
0.063
0.085
0.048
0.066
0.059
0.072
0.06
0.063
0.065
0.075
0.058
0.054
0.061
0.057
0.055
0.083
0.118
0.165
0.149
0.117
0.377
0.884
0.89
0.751
0.802
0.771
0.849
0.861
0.807
0.818
0.776
0.795
0.817
0.752
0.785
0.786
0.789
0.793
0.736
0.8
0.905
0.86
0.832
0.809
0.825
0.765
0.806
0.765
0.864
0.812
0.923
0.938
0.917
0.931
0.9
0.898
0.83
0.815
0.806
0.773
0.815
0.821
0.834
0.81
0.823
0.82
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
