server,bus1,bus2,bus3,bus4,bus5
415,104,208,128,74,71
209,96,216,172,165,142
153,94,217,183,177,176
160,113,215,172,173,167
176,110,211,171,175,157
165,131,208,167,168,161
151,168,214,169,133,165
159,159,211,167,143,161
160,151,213,161,158,157
150,157,214,156,165,158
156,161,203,159,155,166
188,172,208,150,130,152
158,165,211,154,148,164
156,171,204,148,147,174
143,171,209,149,150,178
148,173,205,159,147,168
155,164,209,165,134,173
171,170,208,158,133,160
179,170,212,147,119,173
191,177,214,151,104,163
186,174,211,140,117,172
175,177,209,153,123,163
173,172,209,154,126,166
173,161,215,161,125,165
164,167,209,159,135,166
188,160,209,154,127,162
206,167,204,146,126,151
190,175,211,140,130,154
184,174,211,150,119,162
163,179,208,158,125,167
168,165,207,156,139,165
162,171,207,147,141,172
174,166,201,157,133,169
187,168,207,149,129,160
165,173,206,149,138,169
157,170,209,157,137,170
178,175,204,158,124,161
158,171,207,165,132,167
158,175,209,155,131,172
114,225,196,162,134,169
206,92,140,210,168,184
263,57,201,159,149,171
211,141,202,149,140,157
210,158,208,135,137,152
177,167,210,143,143,160
165,168,204,154,142,167
146,172,209,151,153,169
163,166,205,146,146,174
169,172,201,151,143,164
132,218,212,131,134,173
197,143,211,136,140,173
194,155,198,144,137,172
165,174,202,150,135,174
179,170,200,144,137,170
178,171,201,147,139,164
156,174,208,154,140,168
168,175,202,144,148,163
167,183,197,142,146,165
163,161,198,155,151,172
174,170,201,139,150,166
161,178,201,137,156,167
162,172,194,153,153,166
190,164,183,148,150,165
185,164,183,149,150,169
172,162,188,157,148,173
157,150,191,160,166,176
182,137,184,161,164,172
165,148,188,166,162,171
183,147,186,164,151,169
193,129,190,164,151,173
180,135,191,168,153,173
168,144,195,162,156,175
190,164,189,157,149,151
197,159,185,175,146,138
171,164,174,170,150,171
166,164,172,167,154,177
161,161,180,171,152,175
176,166,181,168,134,175
182,157,192,161,137,171
182,153,193,159,146,167
169,160,204,155,145,167
174,156,202,148,149,171
173,162,194,149,155,167
166,156,192,162,155,169
151,158,196,166,157,172
158,153,201,158,155,175
181,144,191,161,153,170
168,147,193,164,160,168
173,154,192,158,156,167
164,137,189,166,168,176
162,150,192,165,161,170
165,136,201,164,162,172
155,146,195,167,164,173
167,149,187,170,158,169
173,149,184,157,165,172
178,145,182,163,162,170
181,144,170,165,165,175
178,150,180,166,165,161
167,153,193,161,157,169
187,138,201,159,159,156
