server,bus1,bus2,bus3,bus4,bus5
383,174,93,147,102,101
530,80,189,77,106,18
454,165,146,138,40,57
424,111,175,99,88,103
407,109,160,149,72,103
465,97,168,119,47,104
535,90,138,132,52,53
479,95,151,145,72,58
409,113,202,123,78,75
380,53,212,57,143,155
404,89,196,71,124,116
413,92,196,108,75,116
407,89,200,121,72,111
415,89,203,46,122,125
443,87,181,48,126,115
439,93,191,30,128,119
456,75,173,71,98,127
371,75,160,164,106,124
472,62,146,46,129,145
479,14,175,82,107,143
501,63,145,70,94,127
497,83,134,85,75,126
492,79,127,58,108,136
481,28,151,88,111,141
499,67,112,113,68,141
483,47,153,107,87,123
471,85,152,73,105,114
525,81,133,97,32,132
517,53,164,138,30,98
513,31,167,134,53,102
511,41,150,133,48,117
502,18,146,140,64,130
497,49,114,120,81,139
507,82,106,123,38,144
502,82,100,138,27,151
524,51,137,142,20,126
515,27,165,133,38,122
485,56,114,92,95,158
502,70,115,106,88,119
537,19,114,122,77,131
547,32,68,106,104,143
542,57,53,103,96,149
519,78,132,136,37,98
529,96,77,125,58,115
543,84,92,138,42,101
533,45,51,119,99,153
531,32,14,139,134,150
534,29,19,125,135,158
529,32,22,127,137,153
303,172,73,120,142,190
227,140,164,201,166,102
515,66,100,114,145,60
533,54,119,104,102,88
536,29,89,134,91,121
503,41,128,150,56,122
489,109,56,160,42,144
497,112,90,155,17,129
494,94,91,151,20,150
505,47,79,155,60,154
513,49,97,160,39,142
510,79,77,164,18,152
503,76,76,170,24,151
488,57,92,165,42,156
477,70,97,162,43,151
496,70,94,169,36,135
487,30,110,173,40,160
498,19,112,180,34,157
475,74,71,174,50,156
461,68,76,173,60,162
487,71,56,180,47,159
486,109,56,166,38,145
499,67,95,164,27,148
485,96,62,173,30,154
473,118,55,176,15,163
501,63,93,158,22,163
482,108,53,177,15,165
494,88,34,172,44,168
471,89,35,172,69,164
478,70,37,171,78,166
457,82,100,169,34,158
520,15,195,123,0,147
515,8,211,113,0,153
540,9,202,81,0,168
521,16,186,117,0,160
501,32,154,158,0,155
508,19,172,147,0,154
503,19,173,138,0,167
514,0,228,65,0,193
512,6,213,92,0,177
525,18,249,0,0,208
564,46,214,0,0,176
568,9,233,0,0,190
559,59,207,0,0,175
556,48,218,0,0,178
552,39,224,0,0,185
556,39,223,0,0,182
555,42,221,0,0,182
559,34,222,1,0,184
559,25,228,0,0,188
558,53,213,0,0,176
